"nH_mean","nH_stdev","nH_median","nH_errlo","nH_errup","log(R_in*)_mean","log(R_in*)_stdev","log(R_in*)_median","log(R_in*)_errlo","log(R_in*)_errup","T_p_mean","T_p_stdev","T_p_median","T_p_errlo","T_p_errup","R_ratio_mean","R_ratio_stdev","R_ratio_median","R_ratio_errlo","R_ratio_errup"
4.342287884632015788e-02,4.671468157423798624e-03,4.331596066745860285e-02,3.864396919234601435e-02,4.831055316070390071e-02,7.729420208458586572e+00,4.832646431353723043e-02,7.727806916626359879e+00,7.679621936768387336e+00,7.777634612600479613e+00,2.386574476972431003e+05,3.010096772500673069e+03,2.387114109909420658e+05,2.355951816616177675e+05,2.416908183595496812e+05,9.129920072247077911e+00,9.843921344382334793e-01,9.103250533973545444e+00,8.115425573282406546e+00,1.011898506691239064e+01
