logz logzerr logvol nlive logl logwt insert_order
-7.973216355931434326e+11 1.506575288392540550e+10 -5.000000000000003331e-01 2.000000000000000000e+02 -7.573474445225742188e+11 -7.573474445283750000e+11 3.300000000000000155e-01
-7.573474445283750000e+11 2.346313099845315933e+10 -5.050000000000003375e-01 2.000000000000000000e+02 -6.963316467467044678e+11 -6.963316467525102539e+11 1.179999999999999938e+00
-6.963316467525102539e+11 4.263215647489679718e+10 -5.100000000000003419e-01 2.000000000000000000e+02 -6.642674806251569824e+11 -6.642674806309677734e+11 7.900000000000000355e-01
-6.642674806309677734e+11 5.605228173497691345e+10 -5.150000000000003464e-01 2.000000000000000000e+02 -6.230692026099427490e+11 -6.230692026157585449e+11 7.000000000000000666e-02
-6.230692026157585449e+11 2.488982530832049179e+10 -5.200000000000003508e-01 2.000000000000000000e+02 -6.178731797087208252e+11 -6.178731797145416260e+11 1.129999999999999893e+00
-6.178731797145416260e+11 2.133735582483984756e+10 -5.250000000000003553e-01 2.000000000000000000e+02 -5.932316955155662842e+11 -5.932316955213920898e+11 1.389999999999999902e+00
-5.932316955213920898e+11 2.974231500153281784e+10 -5.300000000000003597e-01 2.000000000000000000e+02 -5.763850856939953613e+11 -5.763850856998261719e+11 3.599999999999999867e-01
-5.763850856998261719e+11 1.247305487126253510e+10 -5.350000000000003642e-01 2.000000000000000000e+02 -5.591888442002679443e+11 -5.591888442061037598e+11 4.799999999999999822e-01
-5.591888442061037598e+11 1.064602528907361031e+10 -5.400000000000003686e-01 2.000000000000000000e+02 -4.914372461684563599e+11 -4.914372461742971802e+11 4.400000000000000022e-01
-4.914372461742971802e+11 3.779289406385202026e+10 -5.450000000000003730e-01 2.000000000000000000e+02 -4.625743769951505737e+11 -4.625743770009963989e+11 1.070000000000000062e+00
-4.625743770009963989e+11 4.213390182478143311e+10 -5.500000000000003775e-01 2.000000000000000000e+02 -4.024117874501711426e+11 -4.024117874560219727e+11 7.700000000000000178e-01
-4.024117874560219727e+11 1.662806132848876572e+10 -5.550000000000003819e-01 2.000000000000000000e+02 -4.006418257365350952e+11 -4.006418257423909302e+11 5.999999999999999778e-01
-4.006418257423909302e+11 8.849808565446624756e+08 -5.600000000000003864e-01 2.000000000000000000e+02 -3.839561781174240723e+11 -3.839561781232849121e+11 1.469999999999999973e+00
-3.839561781232849121e+11 8.750375403270269394e+09 -5.650000000000003908e-01 2.000000000000000000e+02 -3.603716486265570068e+11 -3.603716486324228516e+11 1.649999999999999911e+00
-3.603716486324228516e+11 1.608426971893597031e+10 -5.700000000000003952e-01 2.000000000000000000e+02 -3.220760121842025757e+11 -3.220760121900733643e+11 1.810000000000000053e+00
-3.220760121900733643e+11 2.521526216026308441e+10 -5.750000000000003997e-01 2.000000000000000000e+02 -2.820507216675128174e+11 -2.820507216733886108e+11 4.799999999999999822e-01
-2.820507216733886108e+11 3.333804014170029068e+10 -5.800000000000004041e-01 2.000000000000000000e+02 -2.586515349712070007e+11 -2.586515349770878296e+11 1.560000000000000053e+00
-2.586515349770878296e+11 3.125349495969123840e+10 -5.850000000000004086e-01 2.000000000000000000e+02 -2.366537558539841614e+11 -2.366537558598699646e+11 1.310000000000000053e+00
-2.366537558598699646e+11 3.390426117171929169e+10 -5.900000000000004130e-01 2.000000000000000000e+02 -2.265869167669530029e+11 -2.265869167728438110e+11 6.099999999999999867e-01
-2.265869167728438110e+11 1.646559171315170479e+10 -5.950000000000004174e-01 2.000000000000000000e+02 -2.075177967528310547e+11 -2.075177967587268677e+11 2.600000000000000089e-01
-2.075177967587268677e+11 1.048226304952166367e+10 -6.000000000000004219e-01 2.000000000000000000e+02 -2.055420331567689209e+11 -2.055420331626697388e+11 4.099999999999999756e-01
-2.055420331626697388e+11 5.647386748735340118e+09 -6.050000000000004263e-01 2.000000000000000000e+02 -1.496483644588202209e+11 -1.496483644647260437e+11 1.969999999999999973e+00
-1.496483644647260437e+11 2.634852810827586365e+10 -6.100000000000004308e-01 2.000000000000000000e+02 -1.371149490119880981e+11 -1.371149490178989105e+11 7.099999999999999645e-01
-1.371149490178989105e+11 2.428849805072558212e+10 -6.150000000000004352e-01 2.000000000000000000e+02 -1.296357112659794312e+11 -1.296357112718952484e+11 4.899999999999999911e-01
-1.296357112718952484e+11 7.421567000619071007e+09 -6.200000000000004396e-01 2.000000000000000000e+02 -1.285314725183646698e+11 -1.285314725242854919e+11 4.400000000000000022e-01
-1.285314725242854919e+11 4.781494038910864592e+08 -6.250000000000004441e-01 2.000000000000000000e+02 -1.240102415502968903e+11 -1.240102415562227020e+11 1.799999999999999933e-01
-1.240102415562227020e+11 2.278251664348685741e+09 -6.300000000000004485e-01 2.000000000000000000e+02 -1.172534509485845490e+11 -1.172534509545153656e+11 8.100000000000000533e-01
-1.172534509545153656e+11 3.886029119974405289e+09 -6.350000000000004530e-01 2.000000000000000000e+02 -1.168704477036923370e+11 -1.168704477096281586e+11 8.100000000000000533e-01
-1.168704477096281586e+11 1.942865923623183012e+09 -6.400000000000004574e-01 2.000000000000000000e+02 -1.156546681912354431e+11 -1.156546681971762543e+11 8.399999999999999689e-01
-1.156546681971762543e+11 5.264479707589614391e+08 -6.450000000000004619e-01 2.000000000000000000e+02 -1.097051966675979309e+11 -1.097051966735437469e+11 1.439999999999999947e+00
-1.097051966735437469e+11 3.222936465789397240e+09 -6.500000000000004663e-01 2.000000000000000000e+02 -1.069097687303440857e+11 -1.069097687362949066e+11 2.700000000000000178e-01
-1.069097687362949066e+11 3.972484501465135574e+09 -6.550000000000004707e-01 2.000000000000000000e+02 -1.055087924909241333e+11 -1.055087924968799438e+11 1.790000000000000036e+00
-1.055087924968799438e+11 6.604265328589897156e+08 -6.600000000000004752e-01 2.000000000000000000e+02 -9.876114060650473022e+10 -9.876114061246554565e+10 1.379999999999999893e+00
-9.876114061246554565e+10 3.534302223092188835e+09 -6.650000000000004796e-01 2.000000000000000000e+02 -9.720109983146093750e+10 -9.720109983742675781e+10 1.790000000000000036e+00
-9.720109983742675781e+10 7.354102743747142553e+08 -6.700000000000004841e-01 2.000000000000000000e+02 -9.287390374891093445e+10 -9.287390375488174438e+10 1.110000000000000098e+00
-9.287390375488174438e+10 2.330153728423470974e+09 -6.750000000000004885e-01 2.000000000000000000e+02 -9.218283827299671936e+10 -9.218283827897253418e+10 9.899999999999999911e-01
-9.218283827897253418e+10 2.510583657970425129e+09 -6.800000000000004929e-01 2.000000000000000000e+02 -9.092252028467709351e+10 -9.092252029065791321e+10 2.800000000000000266e-01
-9.092252029065791321e+10 2.926762707609257221e+09 -6.850000000000004974e-01 2.000000000000000000e+02 -8.580174519507566833e+10 -8.580174520106147766e+10 5.000000000000000278e-02
-8.580174520106147766e+10 3.960052633903812408e+09 -6.900000000000005018e-01 2.000000000000000000e+02 -8.445624645361322021e+10 -8.445624645960403442e+10 1.659999999999999920e+00
-8.445624645960403442e+10 4.088487674917267799e+09 -6.950000000000005063e-01 2.000000000000000000e+02 -8.317887485595448303e+10 -8.317887486195030212e+10 4.000000000000000222e-01
-8.317887486195030212e+10 4.192409136912030697e+09 -7.000000000000005107e-01 2.000000000000000000e+02 -8.136863929051698303e+10 -8.136863929651779175e+10 1.239999999999999991e+00
-8.136863929651779175e+10 9.491750298990002871e+08 -7.050000000000005151e-01 2.000000000000000000e+02 -7.324573620236260986e+10 -7.324573620836842346e+10 5.899999999999999689e-01
-7.324573620836842346e+10 3.829173237284622669e+09 -7.100000000000005196e-01 2.000000000000000000e+02 -7.235483072177490234e+10 -7.235483072778572083e+10 1.040000000000000036e+00
-7.235483072778572083e+10 3.280878651545697212e+09 -7.150000000000005240e-01 2.000000000000000000e+02 -7.017820079471218872e+10 -7.017820080072801208e+10 1.290000000000000036e+00
-7.017820080072801208e+10 3.039123713710954666e+09 -7.200000000000005285e-01 2.000000000000000000e+02 -7.004240684847128296e+10 -7.004240685449209595e+10 2.099999999999999922e-01
-7.004240685449209595e+10 3.196372425455358028e+09 -7.250000000000005329e-01 2.000000000000000000e+02 -6.942630975231642151e+10 -6.942630975834223938e+10 4.799999999999999822e-01
-6.942630975834223938e+10 1.702802420759222209e+08 -7.300000000000005373e-01 2.000000000000000000e+02 -6.364961502231145477e+10 -6.364961502834226990e+10 2.000000000000000111e-01
-6.364961502834226990e+10 2.764474325680751324e+09 -7.350000000000005418e-01 2.000000000000000000e+02 -6.244325144759463501e+10 -6.244325145363045502e+10 1.070000000000000062e+00
-6.244325145363045502e+10 2.666956614642985821e+09 -7.400000000000005462e-01 2.000000000000000000e+02 -6.017926021288865662e+10 -6.017926021892947388e+10 1.530000000000000027e+00
-6.017926021892947388e+10 1.096539699918675661e+09 -7.450000000000005507e-01 2.000000000000000000e+02 -5.971230627990448761e+10 -5.971230628595030212e+10 1.899999999999999911e+00
-5.971230628595030212e+10 7.398120208137472868e+08 -7.500000000000005551e-01 2.000000000000000000e+02 -5.799642433769367218e+10 -5.799642434374449158e+10 1.090000000000000080e+00
-5.799642434374449158e+10 1.306716304734707117e+09 -7.550000000000005596e-01 2.000000000000000000e+02 -5.515145859121536255e+10 -5.515145859727117920e+10 1.300000000000000044e-01
-5.515145859727117920e+10 1.341129714446494818e+09 -7.600000000000005640e-01 2.000000000000000000e+02 -5.452588660838690948e+10 -5.452588661444772339e+10 7.199999999999999734e-01
-5.452588661444772339e+10 9.415017331201542616e+08 -7.650000000000005684e-01 2.000000000000000000e+02 -5.302637468054622650e+10 -5.302637468661204529e+10 7.600000000000000089e-01
-5.302637468661204529e+10 7.961135564406282902e+08 -7.700000000000005729e-01 2.000000000000000000e+02 -5.069502117774279785e+10 -5.069502118381361389e+10 1.550000000000000044e+00
-5.069502118381361389e+10 1.329669098877022982e+09 -7.750000000000005773e-01 2.000000000000000000e+02 -5.039175434977412415e+10 -5.039175435584993744e+10 8.900000000000000133e-01
-5.039175435584993744e+10 7.170673306636846066e+08 -7.800000000000005818e-01 2.000000000000000000e+02 -5.018252181953942108e+10 -5.018252182562023926e+10 7.500000000000000000e-01
-5.018252182562023926e+10 1.890830611658337414e+08 -7.850000000000005862e-01 2.000000000000000000e+02 -4.926956709442530823e+10 -4.926956710051112366e+10 1.800000000000000044e+00
