logz logzerr logvol nlive logl logwt insert_order
-1.001165673254022840e+04 4.575170736680530537e-01 -2.514999999999968594e+00 2.000000000000000000e+02 -1.000527194734697514e+04 -1.001308776367185601e+04 1.110000000000000098e+00
-1.001144237766408878e+04 4.610866163944347118e-01 -2.519999999999968487e+00 2.000000000000000000e+02 -1.000526614310478362e+04 -1.001308695942966551e+04 1.669999999999999929e+00
-1.001126582831432825e+04 4.521895892137631212e-01 -2.524999999999968381e+00 2.000000000000000000e+02 -1.000463006945571578e+04 -1.001245588578059687e+04 1.929999999999999938e+00
-1.001100023558840985e+04 4.711104506381858514e-01 -2.529999999999968274e+00 2.000000000000000000e+02 -1.000438160426600189e+04 -1.001221242059088399e+04 3.200000000000000067e-01
-1.001073976046959979e+04 5.093742838377044446e-01 -2.534999999999968168e+00 2.000000000000000000e+02 -1.000392245097544765e+04 -1.001175826730032895e+04 9.799999999999999822e-01
-1.001043144246153133e+04 5.640544598177180680e-01 -2.539999999999968061e+00 2.000000000000000000e+02 -1.000269142412890869e+04 -1.001053224045379102e+04 5.100000000000000089e-01
-1.000978742478499044e+04 5.567311173301644489e-01 -2.544999999999967955e+00 2.000000000000000000e+02 -1.000027459401556371e+04 -1.000812041034044523e+04 1.409999999999999920e+00
-1.000794745759463876e+04 1.298941506296475534e+00 -2.549999999999967848e+00 2.000000000000000000e+02 -9.998802946259618693e+03 -1.000665376258449942e+04 1.159999999999999920e+00
-1.000641140047321278e+04 1.771990695664018123e+00 -2.554999999999967741e+00 2.000000000000000000e+02 -9.998377149671585357e+03 -1.000623296599646710e+04 1.229999999999999982e+00
-1.000562506146504529e+04 8.089075142651388495e-01 -2.559999999999967635e+00 2.000000000000000000e+02 -9.997783281349482422e+03 -1.000564409767436337e+04 1.770000000000000018e+00
-1.000494138709267099e+04 8.466389783877131814e-01 -2.564999999999967528e+00 2.000000000000000000e+02 -9.995417955928360243e+03 -1.000328377225324220e+04 1.379999999999999893e+00
-1.000310932072287505e+04 1.530128387157885905e+00 -2.569999999999967422e+00 2.000000000000000000e+02 -9.994501317384505455e+03 -1.000237213370938662e+04 1.570000000000000062e+00
-1.000198113411077611e+04 2.044675546430666291e+00 -2.574999999999967315e+00 2.000000000000000000e+02 -9.993775849206975181e+03 -1.000165166553185736e+04 1.510000000000000009e+00
-1.000110974487702151e+04 1.965608009431053960e+00 -2.579999999999967208e+00 2.000000000000000000e+02 -9.991043645197438309e+03 -9.998924461522319689e+03 1.179999999999999938e+00
-9.998817900447254942e+03 1.969404885722449539e+00 -2.584999999999967102e+00 2.000000000000000000e+02 -9.990910006837391848e+03 -9.998795823162274246e+03 1.459999999999999964e+00
-9.998113653699627321e+03 1.534899483839764489e+00 -2.589999999999966995e+00 2.000000000000000000e+02 -9.990667013503698399e+03 -9.998557829828579997e+03 4.000000000000000222e-01
-9.997618133132918956e+03 1.165502595081504777e+00 -2.594999999999966889e+00 2.000000000000000000e+02 -9.989492908432705008e+03 -9.997388724757585805e+03 1.600000000000000033e-01
-9.996803717614611742e+03 1.434922670076882234e+00 -2.599999999999966782e+00 2.000000000000000000e+02 -9.987849707979396044e+03 -9.995750524304277860e+03 1.070000000000000062e+00
-9.995451292632280456e+03 1.021045140223860725e+00 -2.604999999999966676e+00 2.000000000000000000e+02 -9.985787782304942084e+03 -9.993693598629823100e+03 1.399999999999999911e+00
-9.993534509828346927e+03 1.555493458541704399e+00 -2.609999999999966569e+00 2.000000000000000000e+02 -9.980575218954620141e+03 -9.988486035279502175e+03 5.000000000000000000e-01
-9.988479636676263908e+03 3.562343188769875990e+00 -2.614999999999966462e+00 2.000000000000000000e+02 -9.975966729563675472e+03 -9.983882545888556706e+03 1.219999999999999973e+00
-9.983872515242863301e+03 3.799963420307092221e+00 -2.619999999999966356e+00 2.000000000000000000e+02 -9.974130290870094541e+03 -9.982051107194976794e+03 1.400000000000000133e-01
-9.981901138586581510e+03 2.765332021173889654e+00 -2.624999999999966249e+00 2.000000000000000000e+02 -9.971618060957880516e+03 -9.979543877282761969e+03 1.030000000000000027e+00
-9.979453415961585051e+03 2.987827366972954923e+00 -2.629999999999966143e+00 2.000000000000000000e+02 -9.962816748547080351e+03 -9.970747564871961004e+03 1.689999999999999947e+00
-9.970747399271724134e+03 6.013348366376586540e+00 -2.634999999999966036e+00 2.000000000000000000e+02 -9.962531366380044346e+03 -9.970467182704926017e+03 1.500000000000000000e+00
-9.969904360587612246e+03 5.149454452251571723e+00 -2.639999999999965929e+00 2.000000000000000000e+02 -9.960853767140233685e+03 -9.968794583465114556e+03 4.199999999999999845e-01
-9.968509680936613222e+03 1.306172367710122684e+00 -2.644999999999965823e+00 2.000000000000000000e+02 -9.960687030277784288e+03 -9.968632846602666177e+03 1.689999999999999947e+00
-9.967876221563759827e+03 6.446566465839984605e-01 -2.649999999999965716e+00 2.000000000000000000e+02 -9.960015292085019610e+03 -9.967966108409900698e+03 3.699999999999999956e-01
-9.967227008190451670e+03 3.759604668643434233e-01 -2.654999999999965610e+00 2.000000000000000000e+02 -9.958559931950303508e+03 -9.966515748275185615e+03 2.300000000000000100e-01
-9.966116284366653417e+03 1.141036177787418282e+00 -2.659999999999965503e+00 2.000000000000000000e+02 -9.957263300434273333e+03 -9.965224116759154640e+03 1.189999999999999947e+00
-9.964880692617189197e+03 1.426315419055930622e+00 -2.664999999999965397e+00 2.000000000000000000e+02 -9.949103454528545626e+03 -9.957069270853427952e+03 4.299999999999999933e-01
-9.957068865853743773e+03 4.212306188358420300e+00 -2.669999999999965290e+00 2.000000000000000000e+02 -9.935562585629539171e+03 -9.943533401954420697e+03 1.179999999999999938e+00
-9.943533400631229597e+03 8.522339443122351810e+00 -2.674999999999965183e+00 2.000000000000000000e+02 -9.930822615771159690e+03 -9.938798432096040415e+03 3.400000000000000244e-01
-9.938789687714652246e+03 2.682148577225118125e+00 -2.679999999999965077e+00 2.000000000000000000e+02 -9.929037977486947057e+03 -9.937018793811828800e+03 1.659999999999999920e+00
-9.936861635548701088e+03 3.344121230289693880e+00 -2.684999999999964970e+00 2.000000000000000000e+02 -9.924015095021395609e+03 -9.932000911346276553e+03 1.260000000000000009e+00
-9.931993196310841086e+03 2.399525303307817659e+00 -2.689999999999964864e+00 2.000000000000000000e+02 -9.900525347940150823e+03 -9.908516164265032785e+03 9.799999999999999822e-01
-9.908516164264969120e+03 1.242876377622778605e+01 -2.694999999999964757e+00 2.000000000000000000e+02 -9.900513285680395711e+03 -9.908509102005276873e+03 1.479999999999999982e+00
-9.907819479720137679e+03 1.032710984613990135e+01 -2.699999999999964650e+00 2.000000000000000000e+02 -9.891212053338334954e+03 -9.899212869663217134e+03 4.600000000000000200e-01
-9.899212686787082930e+03 9.465363083047192205e+00 -2.704999999999964544e+00 2.000000000000000000e+02 -9.882057833324815874e+03 -9.890063649649697254e+03 1.479999999999999982e+00
-9.890063543333222697e+03 4.627287802555961171e+00 -2.709999999999964437e+00 2.000000000000000000e+02 -9.870750192165054614e+03 -9.878761008489937012e+03 1.350000000000000089e+00
-9.878760996148412232e+03 5.896102874431879748e+00 -2.714999999999964331e+00 2.000000000000000000e+02 -9.862379286892930395e+03 -9.870395103217811993e+03 5.899999999999999689e-01
-9.870394870575692039e+03 8.171574822328068421e+00 -2.719999999999964224e+00 2.000000000000000000e+02 -9.862242523179060299e+03 -9.870263339503941097e+03 1.159999999999999920e+00
-9.869633796863485259e+03 7.768524337982633199e+00 -2.724999999999964118e+00 2.000000000000000000e+02 -9.856205936771328197e+03 -9.864231753096210014e+03 4.799999999999999822e-01
-9.864227255864405379e+03 9.081603362149820668e+00 -2.729999999999964011e+00 2.000000000000000000e+02 -9.853559551238249696e+03 -9.861590367563130712e+03 1.449999999999999956e+00
-9.861521229943295111e+03 3.417875591067738306e+00 -2.734999999999963904e+00 2.000000000000000000e+02 -9.852295182656191173e+03 -9.860330998981073208e+03 6.800000000000000488e-01
-9.860065446720162072e+03 2.838828363875495864e+00 -2.739999999999963798e+00 2.000000000000000000e+02 -9.847560115003923784e+03 -9.855600931328805018e+03 4.799999999999999822e-01
-9.855589486795634002e+03 3.129731161997729938e+00 -2.744999999999963691e+00 2.000000000000000000e+02 -9.845507556044589364e+03 -9.853553372369471617e+03 3.900000000000000133e-01
-9.853430681459491097e+03 3.094265974982137291e+00 -2.749999999999963585e+00 2.000000000000000000e+02 -9.823099081608957931e+03 -9.831149897933839384e+03 1.969999999999999973e+00
-9.831149897933628381e+03 1.081183054791400089e+01 -2.754999999999963478e+00 2.000000000000000000e+02 -9.816246297957255592e+03 -9.824302114282136245e+03 1.060000000000000053e+00
-9.824301053039034741e+03 7.709694656708294680e+00 -2.759999999999963372e+00 2.000000000000000000e+02 -9.794819000654651973e+03 -9.802879816979533643e+03 7.800000000000000266e-01
-9.802879816979035240e+03 8.896400574349229373e+00 -2.764999999999963265e+00 2.000000000000000000e+02 -9.789951746611399358e+03 -9.798017562936280228e+03 7.500000000000000000e-01
-9.798009859649286227e+03 7.091103879762087558e+00 -2.769999999999963158e+00 2.000000000000000000e+02 -9.782810547941520781e+03 -9.790881364266402670e+03 3.499999999999999778e-01
-9.790880562662701777e+03 3.001842835406547394e+00 -2.774999999999963052e+00 2.000000000000000000e+02 -9.759453128558858225e+03 -9.767528944883739314e+03 9.000000000000000222e-01
-9.767528944883666554e+03 6.140906682278646223e+00 -2.779999999999962945e+00 2.000000000000000000e+02 -9.746544961936562686e+03 -9.754625778261444793e+03 2.200000000000000011e-01
-9.754625775771295594e+03 1.032935751117754641e+01 -2.784999999999962839e+00 2.000000000000000000e+02 -9.745034337718645475e+03 -9.753120154043526782e+03 1.929999999999999938e+00
-9.752919763958181647e+03 1.012240542947109079e+00 -2.789999999999962732e+00 2.000000000000000000e+02 -9.735911482950799837e+03 -9.744002299275682162e+03 1.300000000000000044e+00
-9.744002165257046727e+03 4.144654880479599512e+00 -2.794999999999962625e+00 2.000000000000000000e+02 -9.729031819639019886e+03 -9.737127635963901412e+03 1.800000000000000044e+00
-9.737126602713755346e+03 3.824949964626618293e+00 -2.799999999999962519e+00 2.000000000000000000e+02 -9.722402506756816365e+03 -9.730503323081697090e+03 1.570000000000000062e+00
-9.730501994899175770e+03 5.418096039402971797e+00 -2.804999999999962412e+00 2.000000000000000000e+02 -9.719006102993811510e+03 -9.727111919318693253e+03 1.219999999999999973e+00
-9.727078768790663162e+03 3.448774717847939542e+00 -2.809999999999962306e+00 2.000000000000000000e+02 -9.710602120085564820e+03 -9.718712936410445764e+03 1.860000000000000098e+00
-9.718712703754241375e+03 3.743240291882101722e+00 -2.814999999999962199e+00 2.000000000000000000e+02 -9.706588124326544857e+03 -9.714703940651426819e+03 1.100000000000000089e+00
-9.714685947662244871e+03 4.619553063742633192e+00 -2.819999999999962093e+00 2.000000000000000000e+02 -9.689779935930871943e+03 -9.697900752255753105e+03 2.899999999999999800e-01
-9.697900752204433957e+03 9.861951357164283394e+00 -2.824999999999961986e+00 2.000000000000000000e+02 -9.669652716002308807e+03 -9.677778532327190987e+03 5.699999999999999512e-01
-9.677778532325366541e+03 5.453447472832830378e+00 -2.829999999999961879e+00 2.000000000000000000e+02 -9.649422765244316906e+03 -9.657553581569198286e+03 1.770000000000000018e+00
-9.657553581567552101e+03 1.268379564530988368e+01 -2.834999999999961773e+00 2.000000000000000000e+02 -9.641394218874813305e+03 -9.649530035199695703e+03 8.000000000000000167e-02
-9.649529707597392189e+03 7.703553088907689528e+00 -2.839999999999961666e+00 2.000000000000000000e+02 -9.628030778073822148e+03 -9.636171594398703746e+03 1.389999999999999902e+00
-9.636171592818747740e+03 1.236124610979883442e+01 -2.844999999999961560e+00 2.000000000000000000e+02 -9.627837091513594714e+03 -9.635982907838475512e+03 5.600000000000000533e-01
-9.635379659481286581e+03 1.249813336896613158e+01 -2.849999999999961453e+00 2.000000000000000000e+02 -9.623246070017699822e+03 -9.631396886342581638e+03 8.599999999999999867e-01
-9.631378423933318118e+03 1.709469458125981944e+00 -2.854999999999961346e+00 2.000000000000000000e+02 -9.594408908954990693e+03 -9.602564725279871709e+03 7.000000000000000666e-02
-9.602564725279871709e+03 1.386384725877436530e+01 -2.859999999999961240e+00 2.000000000000000000e+02 -9.572296940896407250e+03 -9.580457757221289285e+03 1.159999999999999920e+00
-9.580457757221038264e+03 1.929826278008971130e+01 -2.864999999999961133e+00 2.000000000000000000e+02 -9.548494887776867472e+03 -9.556660704101748706e+03 2.999999999999999889e-01
-9.556660704101703232e+03 2.355803484248976787e+01 -2.869999999999961027e+00 2.000000000000000000e+02 -9.537485400520865369e+03 -9.545656216845747622e+03 9.200000000000000400e-01
-9.545656200218962113e+03 2.611568392890757195e+01 -2.874999999999960920e+00 2.000000000000000000e+02 -9.484603827239057864e+03 -9.492779643563939317e+03 2.800000000000000266e-01
-9.492779643563939317e+03 3.149962579498954085e+01 -2.879999999999960814e+00 2.000000000000000000e+02 -9.467368357320190626e+03 -9.475549173645071278e+03 1.370000000000000107e+00
-9.475549173612193044e+03 3.510115431229465344e+01 -2.884999999999960707e+00 2.000000000000000000e+02 -9.462897613215140154e+03 -9.471083429540021825e+03 1.459999999999999964e+00
-9.471071998979881755e+03 8.118248894483221179e+00 -2.889999999999960600e+00 2.000000000000000000e+02 -9.460996290675377168e+03 -9.469187107000258038e+03 1.000000000000000021e-02
-9.469045741595466097e+03 6.644113111344720046e+00 -2.894999999999960494e+00 2.000000000000000000e+02 -9.456564974431461451e+03 -9.464760790756343340e+03 1.739999999999999991e+00
-9.464747110461097691e+03 2.863799923574000594e+00 -2.899999999999960387e+00 2.000000000000000000e+02 -9.439935021031478755e+03 -9.448135837356359843e+03 2.500000000000000000e-01
-9.448135837295290912e+03 8.972706470242794552e+00 -2.904999999999960281e+00 2.000000000000000000e+02 -9.424227631756812116e+03 -9.432433448081694223e+03 7.399999999999999911e-01
-9.432433447930150578e+03 1.356939276715678666e+01 -2.909999999999960174e+00 2.000000000000000000e+02 -9.379489417101087383e+03 -9.387700233425968690e+03 1.060000000000000053e+00
-9.387700233425968690e+03 2.884075547931221450e+01 -2.914999999999960067e+00 2.000000000000000000e+02 -9.377816875570546472e+03 -9.386032691895428798e+03 1.600000000000000033e-01
-9.385859822844255177e+03 2.433522764837400842e+01 -2.919999999999959961e+00 2.000000000000000000e+02 -9.372100049509124801e+03 -9.380320865834006327e+03 4.600000000000000200e-01
-9.380316942914425454e+03 3.451276324491436842e+00 -2.924999999999959854e+00 2.000000000000000000e+02 -9.286514170412727253e+03 -9.294739986737607978e+03 1.719999999999999973e+00
-9.294739986737607978e+03 4.350297579579308405e+01 -2.929999999999959748e+00 2.000000000000000000e+02 -9.263134153608400084e+03 -9.271364969933281827e+03 6.099999999999999867e-01
-9.271364969933210887e+03 4.988308900466788742e+01 -2.934999999999959641e+00 2.000000000000000000e+02 -9.259535151053929440e+03 -9.267770967378810383e+03 5.699999999999999512e-01
-9.267743850305281740e+03 4.006794943407855669e+01 -2.939999999999959535e+00 2.000000000000000000e+02 -9.227264818934248979e+03 -9.235505635259130941e+03 4.899999999999999911e-01
-9.235505635259130941e+03 1.894278572465650257e+01 -2.944999999999959428e+00 2.000000000000000000e+02 -9.220955393783149702e+03 -9.229201210108030864e+03 1.500000000000000000e+00
-9.229199383580344147e+03 1.127938429167581269e+01 -2.949999999999959321e+00 2.000000000000000000e+02 -9.213305166754231323e+03 -9.221555983079113503e+03 5.400000000000000355e-01
-9.221555503997720734e+03 1.334424157428030178e+01 -2.954999999999959215e+00 2.000000000000000000e+02 -9.108039731260900226e+03 -9.116295547585781605e+03 1.750000000000000000e+00
-9.116295547585781605e+03 5.769629846608162183e+01 -2.959999999999959108e+00 2.000000000000000000e+02 -9.101032486703077666e+03 -9.109293303027960064e+03 1.439999999999999947e+00
-9.109292393604122481e+03 3.326989891025057933e+00 -2.964999999999959002e+00 2.000000000000000000e+02 -9.049852918918788419e+03 -9.058118735243670017e+03 1.669999999999999929e+00
-9.058118735243670017e+03 2.355011651923576821e+01 -2.969999999999958895e+00 2.000000000000000000e+02 -9.039965658584993434e+03 -9.048236474909874232e+03 6.099999999999999867e-01
-9.048236423838472547e+03 4.838329289641468911e+00 -2.974999999999958789e+00 2.000000000000000000e+02 -9.035788874118583408e+03 -9.044064690443465224e+03 2.300000000000000100e-01
-9.044049382708515623e+03 3.942854677063686530e+00 -2.979999999999958682e+00 2.000000000000000000e+02 -9.028137950262736922e+03 -9.036418766587617938e+03 1.540000000000000036e+00
-9.036418281343643685e+03 4.169027126177551779e+00 -2.984999999999958575e+00 2.000000000000000000e+02 -9.021757671453686271e+03 -9.030043487778568306e+03 1.689999999999999947e+00
-9.030041785257162701e+03 5.755541647636691849e+00 -2.989999999999958469e+00 2.000000000000000000e+02 -9.002333239541860166e+03 -9.010624055866741401e+03 1.360000000000000098e+00
-9.010624055863052490e+03 1.248731009097360634e+01 -2.994999999999958362e+00 2.000000000000000000e+02 -8.988105333241401240e+03 -8.996401149566283493e+03 3.699999999999999956e-01
-8.996401148900902626e+03 1.264413575857155259e+01 -2.999999999999958256e+00 2.000000000000000000e+02 -8.942262491228279032e+03 -8.950563307553160485e+03 5.899999999999999689e-01
-8.950563307553160485e+03 2.356953499369385696e+01 -3.004999999999958149e+00 2.000000000000000000e+02 -8.934515986212158168e+03 -8.942821802537038820e+03 1.189999999999999947e+00
-8.942821368214092217e+03 1.545137873778016768e+01 -3.009999999999958042e+00 2.000000000000000000e+02 -8.910970203123166357e+03 -8.919281019448048028e+03 1.389999999999999902e+00
-8.919281019447988001e+03 2.301749585648566310e+01 -3.014999999999957936e+00 2.000000000000000000e+02 -8.890778391415209626e+03 -8.899094207740090496e+03 1.750000000000000000e+00
-8.899094207738380646e+03 2.768255529751250776e+01 -3.019999999999957829e+00 2.000000000000000000e+02 -8.888558513244743153e+03 -8.896879329569625042e+03 1.469999999999999973e+00
-8.896775720454743350e+03 7.533665781258655159e+00 -3.024999999999957723e+00 2.000000000000000000e+02 -8.877583703329126365e+03 -8.885909519654007454e+03 1.540000000000000036e+00
-8.885909500561419918e+03 9.318019556218825272e+00 -3.029999999999957616e+00 2.000000000000000000e+02 -8.851410331388484337e+03 -8.859741147713366445e+03 4.000000000000000083e-02
-8.859741147713362807e+03 1.323499150710695460e+01 -3.034999999999957510e+00 2.000000000000000000e+02 -8.832186350994112217e+03 -8.840522167318993525e+03 1.050000000000000044e+00
-8.840522167314493345e+03 1.665227399478106918e+01 -3.039999999999957403e+00 2.000000000000000000e+02 -8.802169493915393105e+03 -8.810510310240275430e+03 1.629999999999999893e+00
-8.810510310240275430e+03 2.384874038544611707e+01 -3.044999999999957296e+00 2.000000000000000000e+02 -8.799118735029798700e+03 -8.807464551354680225e+03 1.790000000000000036e+00
-8.807418087508067401e+03 1.272464236668681536e+01 -3.049999999999957190e+00 2.000000000000000000e+02 -8.790914401812720826e+03 -8.799265218137601551e+03 1.620000000000000107e+00
-8.799264930270981495e+03 1.109591490097083799e+01 -3.054999999999957083e+00 2.000000000000000000e+02 -8.765812693073834453e+03 -8.774168509398716196e+03 9.599999999999999645e-01
-8.774168509398703463e+03 1.987471245407619946e+01 -3.059999999999956977e+00 2.000000000000000000e+02 -8.725884936613003447e+03 -8.734245752937884390e+03 1.100000000000000006e-01
-8.734245752937884390e+03 2.549086202699250236e+01 -3.064999999999956870e+00 2.000000000000000000e+02 -8.634358217856537522e+03 -8.642724034181419484e+03 1.020000000000000018e+00
-8.642724034181419484e+03 1.238020945493317315e+00 -3.069999999999956763e+00 2.000000000000000000e+02 -8.573400609569904191e+03 -8.581771425894785352e+03 3.599999999999999867e-01
-8.581771425894785352e+03 3.004814659544183186e+01 -3.074999999999956657e+00 2.000000000000000000e+02 -8.557644179756027370e+03 -8.566019996080909550e+03 1.570000000000000062e+00
-8.566019995936618216e+03 3.276361457021469903e+01 -3.079999999999956550e+00 2.000000000000000000e+02 -8.520176831838725775e+03 -8.528557648163607155e+03 1.060000000000000053e+00
-8.528557648163607155e+03 3.233949952061401234e+01 -3.084999999999956444e+00 2.000000000000000000e+02 -8.509760554840482655e+03 -8.518146371165365053e+03 6.199999999999999956e-01
-8.518146341074594602e+03 3.617744775099306764e+01 -3.089999999999956337e+00 2.000000000000000000e+02 -8.474170741458674456e+03 -8.482561557783556054e+03 1.719999999999999973e+00
-8.482561557783556054e+03 3.164236719947968624e+01 -3.094999999999956231e+00 2.000000000000000000e+02 -8.474138907815946368e+03 -8.482534724140827166e+03 1.709999999999999964e+00
-8.481854903778783410e+03 2.534295473135650667e+01 -3.099999999999956124e+00 2.000000000000000000e+02 -8.464275313664507848e+03 -8.472676129989389665e+03 2.999999999999999889e-02
-8.472676026787705268e+03 4.195555600399186957e+00 -3.104999999999956017e+00 2.000000000000000000e+02 -8.419789027213118970e+03 -8.428194843537999986e+03 1.580000000000000071e+00
-8.428194843537999986e+03 2.313220516968543095e+01 -3.109999999999955911e+00 2.000000000000000000e+02 -8.397670921545513920e+03 -8.406081737870395955e+03 1.270000000000000018e+00
-8.406081737870146753e+03 2.339486147999902954e+01 -3.114999999999955804e+00 2.000000000000000000e+02 -8.392348700801027007e+03 -8.400764517125908242e+03 1.850000000000000089e+00
-8.400759622752068026e+03 7.400039260956352116e+00 -3.119999999999955698e+00 2.000000000000000000e+02 -8.334095108362691462e+03 -8.342515924687573715e+03 3.200000000000000067e-01
-8.342515924687573715e+03 3.010803798431107126e+01 -3.124999999999955591e+00 2.000000000000000000e+02 -8.306647435844191932e+03 -8.315073252169073385e+03 2.399999999999999911e-01
-8.315073252169071566e+03 3.776726396396799856e+01 -3.129999999999955484e+00 2.000000000000000000e+02 -8.299351537575870680e+03 -8.307782353900751332e+03 2.000000000000000042e-02
-8.307781672417599111e+03 2.677380531353031756e+01 -3.134999999999955378e+00 2.000000000000000000e+02 -8.279764924882843843e+03 -8.288200741207725514e+03 3.099999999999999978e-01
-8.288200741204591395e+03 8.426256332957985151e+00 -3.139999999999955271e+00 2.000000000000000000e+02 -8.268074675724163171e+03 -8.276515492049044042e+03 2.700000000000000178e-01
-8.276515483632012547e+03 9.352991432113894277e+00 -3.144999999999955165e+00 2.000000000000000000e+02 -8.247708870879754613e+03 -8.256154687204636502e+03 1.709999999999999964e+00
-8.256154687203199501e+03 1.233875722110618689e+01 -3.149999999999955058e+00 2.000000000000000000e+02 -8.136950978893346473e+03 -8.145401795218227562e+03 1.770000000000000018e+00
-8.145401795218227562e+03 5.842994012231574175e+01 -3.154999999999954952e+00 2.000000000000000000e+02 -8.072091147850342168e+03 -8.080546964175223366e+03 9.100000000000000311e-01
-8.080546964175223366e+03 7.075183066345759642e+01 -3.159999999999954845e+00 2.000000000000000000e+02 -8.065410766576165770e+03 -8.073871582901047077e+03 1.090000000000000080e+00
-8.073870322104702609e+03 5.154240679718469664e+01 -3.164999999999954738e+00 2.000000000000000000e+02 -8.061355781782097438e+03 -8.069821598106978854e+03 5.000000000000000278e-02
-8.069804303897822138e+03 3.077755913127933951e+00 -3.169999999999954632e+00 2.000000000000000000e+02 -8.045942566343610451e+03 -8.054413382668491977e+03 1.270000000000000018e+00
-8.054413382461569199e+03 6.684866066591101941e+00 -3.174999999999954525e+00 2.000000000000000000e+02 -8.042391363858968361e+03 -8.050867180183849996e+03 1.409999999999999920e+00
-8.050838754124604748e+03 5.072954984935940992e+00 -3.179999999999954419e+00 2.000000000000000000e+02 -7.993101789873381676e+03 -8.001582606198263420e+03 1.100000000000000006e-01
-8.001582606198263420e+03 2.224065271644907327e+01 -3.184999999999954312e+00 2.000000000000000000e+02 -7.955275195394629009e+03 -7.963761011719510861e+03 1.020000000000000018e+00
-7.963761011719510861e+03 2.652809329604156119e+01 -3.189999999999954206e+00 2.000000000000000000e+02 -7.952913103484148451e+03 -7.961403919809030413e+03 8.499999999999999778e-01
-7.961313443835832913e+03 1.110280820788409351e+01 -3.194999999999954099e+00 2.000000000000000000e+02 -7.920721044640777109e+03 -7.929216860965658270e+03 1.070000000000000062e+00
-7.929216860965658270e+03 1.572812216289735510e+01 -3.199999999999953992e+00 2.000000000000000000e+02 -7.847765226460257509e+03 -7.856266042785138779e+03 3.400000000000000244e-01
-7.856266042785138779e+03 2.655429613028928060e+01 -3.204999999999953886e+00 2.000000000000000000e+02 -7.837342694299381037e+03 -7.845848510624262417e+03 1.700000000000000122e-01
-7.845848480721123451e+03 2.885414247483052463e+01 -3.209999999999953779e+00 2.000000000000000000e+02 -7.812217060503025095e+03 -7.820727876827906584e+03 1.439999999999999947e+00
-7.820727876827893851e+03 9.827484783491678755e+00 -3.214999999999953673e+00 2.000000000000000000e+02 -7.766221144448521045e+03 -7.774736960773402643e+03 4.500000000000000111e-01
-7.774736960773402643e+03 2.546018549152212884e+01 -3.219999999999953566e+00 2.000000000000000000e+02 -7.718035646721613375e+03 -7.726556463046495082e+03 5.300000000000000266e-01
-7.726556463046495082e+03 2.072248916831508936e+01 -3.224999999999953459e+00 2.000000000000000000e+02 -7.707194706076927105e+03 -7.715720522401808921e+03 1.709999999999999964e+00
-7.715720502722651872e+03 2.325432125003245076e+01 -3.229999999999953353e+00 2.000000000000000000e+02 -7.659367491585881908e+03 -7.667898307910763833e+03 1.560000000000000053e+00
-7.667898307910763833e+03 4.064356487418272934e+01 -3.234999999999953246e+00 2.000000000000000000e+02 -7.599389320691656394e+03 -7.607925137016537519e+03 1.879999999999999893e+00
-7.607925137016537519e+03 4.829981535893514177e+01 -3.239999999999953140e+00 2.000000000000000000e+02 -7.588062509077238246e+03 -7.596603325402119481e+03 1.729999999999999982e+00
-7.596603313296220222e+03 1.956280108095043602e+01 -3.244999999999953033e+00 2.000000000000000000e+02 -7.557072300181644096e+03 -7.565618116506525439e+03 4.099999999999999756e-01
-7.565618116506525439e+03 1.658254337442797421e+01 -3.249999999999952927e+00 2.000000000000000000e+02 -7.539082376262839716e+03 -7.547633192587721169e+03 1.629999999999999893e+00
-7.547633192572259759e+03 1.747273573473996677e+01 -3.254999999999952820e+00 2.000000000000000000e+02 -7.531253085566009759e+03 -7.539808901890891320e+03 1.739999999999999991e+00
-7.539808502068686721e+03 9.744752930504656518e+00 -3.259999999999952713e+00 2.000000000000000000e+02 -7.529964289645824465e+03 -7.538525105970706136e+03 4.799999999999999822e-01
-7.538280518269469212e+03 2.292083560315469004e+00 -3.264999999999952607e+00 2.000000000000000000e+02 -7.466777990518217848e+03 -7.475343806843099628e+03 1.300000000000000044e-01
-7.475343806843099628e+03 2.993099763300284977e+01 -3.269999999999952500e+00 2.000000000000000000e+02 -7.421553630158816304e+03 -7.430124446483698193e+03 1.580000000000000071e+00
-7.430124446483698193e+03 3.959329130813665643e+01 -3.274999999999952394e+00 2.000000000000000000e+02 -7.409458110702989870e+03 -7.418033927027870959e+03 5.300000000000000266e-01
-7.418033921415415534e+03 1.593381711577886506e+01 -3.279999999999952287e+00 2.000000000000000000e+02 -7.392771937893974609e+03 -7.401352754218855807e+03 1.439999999999999947e+00
-7.401352754161910525e+03 1.036396210057646705e+01 -3.284999999999952180e+00 2.000000000000000000e+02 -7.351300078101918189e+03 -7.359885894426799496e+03 1.360000000000000098e+00
-7.359885894426799496e+03 2.758615671018382898e+01 -3.289999999999952074e+00 2.000000000000000000e+02 -7.339403865273353404e+03 -7.347994681598234820e+03 1.959999999999999964e+00
-7.347994674747922545e+03 2.169872221793608702e+01 -3.294999999999951967e+00 2.000000000000000000e+02 -7.332874212929182249e+03 -7.341470029254063775e+03 1.469999999999999973e+00
-7.341468563489763255e+03 2.076100025573506613e+01 -3.299999999999951861e+00 2.000000000000000000e+02 -7.266696153039359160e+03 -7.275296969364240795e+03 1.340000000000000080e+00
