weight logl nH log(R_in*) T_p R_ratio
0.000000000000000000e+00 -1.011335817035376067e+03 8.698297325547350856e-02 7.604418346371336845e+00 2.629895916334089125e+05 1.914741387580182774e+01
0.000000000000000000e+00 -1.001858757378308837e+03 4.765068123350980900e-02 7.924195467441953689e+00 2.175714710564694833e+05 8.162809879560654736e+00
0.000000000000000000e+00 -1.001387842004878166e+03 8.960373294513827858e-02 7.727211116147626235e+00 2.531177932719902019e+05 1.966622593213426740e+01
0.000000000000000000e+00 -9.976415324921874799e+02 5.478881876388748406e-02 7.639041475416437521e+00 2.431240147740473622e+05 5.523039224490445598e+00
0.000000000000000000e+00 -9.932775545603102501e+02 4.460330855216769474e-02 7.702340694760210660e+00 2.350821963036738744e+05 1.757177130132950182e+01
0.000000000000000000e+00 -9.913381436151986463e+02 2.813451890776730302e-02 7.492968408684140158e+00 2.626145098032885580e+05 2.473594401423609668e+01
0.000000000000000000e+00 -9.894121992668162875e+02 3.145607383003024698e-02 7.637783466991660219e+00 2.491237535666825715e+05 1.001771061035362109e+01
0.000000000000000000e+00 -9.672678434326683146e+02 2.163846911659065425e-02 7.540229817619602315e+00 2.434510528827180096e+05 2.751440281828844903e+01
0.000000000000000000e+00 -9.596625279255887335e+02 2.695756825066848369e-02 7.638165655300493739e+00 2.431509559598037158e+05 2.684632745890151995e+01
0.000000000000000000e+00 -9.536915871654732655e+02 6.261910134753397028e-02 7.482631427163714655e+00 2.628866417294946732e+05 1.110388562383523947e+01
0.000000000000000000e+00 -9.502508832816636186e+02 9.347376405249829823e-02 7.651965814805893551e+00 2.567273670523070323e+05 9.666040982286119743e+00
0.000000000000000000e+00 -9.354630046964787198e+02 5.596525629291011772e-02 7.480995214553123773e+00 2.699423161154229892e+05 2.967204142080025520e+01
0.000000000000000000e+00 -9.341625701890526443e+02 4.245339327823109687e-02 7.648713498730030480e+00 2.498590564309827168e+05 2.326591415048353184e+01
0.000000000000000000e+00 -9.303331956331976471e+02 8.653295886250161884e-02 7.700411708344784500e+00 2.479941977857019228e+05 1.620977653572781918e+01
0.000000000000000000e+00 -9.250803843680138243e+02 4.057441096280331450e-02 7.783776156668275270e+00 2.377758024560155463e+05 1.193561270329068336e+01
0.000000000000000000e+00 -9.213622807815111173e+02 5.957343866072041527e-02 7.637241924408740168e+00 2.475920978642621194e+05 2.673359550285409725e+01
0.000000000000000000e+00 -9.082199515398526728e+02 6.005975770901600397e-02 7.712004577473572375e+00 2.422518071984417329e+05 2.380872728584138542e+01
0.000000000000000000e+00 -9.041893187102407410e+02 7.821505020575066081e-02 7.537189513505125227e+00 2.644624673284529126e+05 1.813801624555249248e+01
0.000000000000000000e+00 -9.010461949857981381e+02 7.426876420201654339e-02 7.583237474993220317e+00 2.568121930286908755e+05 2.387676797431006293e+01
0.000000000000000000e+00 -8.958326371991289534e+02 3.612888591898119617e-02 7.601605366879907066e+00 2.412544224147885689e+05 5.103457628285511305e+00
0.000000000000000000e+00 -8.935991782929364717e+02 3.079321882582796918e-02 7.493678642231675013e+00 2.499981098594790965e+05 6.772523792582764379e+00
0.000000000000000000e+00 -8.885552764998259363e+02 7.478903413270007738e-02 7.979381837427310664e+00 2.273448345279888308e+05 1.269550069095627265e+01
0.000000000000000000e+00 -8.869335926357499602e+02 2.617858979002014169e-02 7.762842973123365020e+00 2.310992413739603071e+05 1.752113704493437041e+01
0.000000000000000000e+00 -8.868609801106814530e+02 7.735366528031145661e-02 7.558800512530322813e+00 2.652749762028915575e+05 1.713022401468210276e+01
0.000000000000000000e+00 -8.832590682781279838e+02 5.086874932766858454e-02 7.618922496091537155e+00 2.443493822392708680e+05 1.721138202463104960e+01
0.000000000000000000e+00 -8.827980913616165708e+02 6.762182140618701320e-02 7.610956963517864438e+00 2.506172380553900730e+05 1.264895693461697235e+01
0.000000000000000000e+00 -8.809984333544334731e+02 5.965095155911545599e-02 7.668708929836828503e+00 2.452481819300969364e+05 2.519683685256614325e+01
0.000000000000000000e+00 -8.805955466882932114e+02 9.189589541413921425e-02 7.741923524204483265e+00 2.459917503659987706e+05 1.481485635075747176e+01
0.000000000000000000e+00 -8.751493369665106457e+02 2.760616227922567736e-02 7.482095829763723671e+00 2.630820066984010045e+05 2.709438881802603305e+01
0.000000000000000000e+00 -8.748198414933523281e+02 3.291021748716971285e-02 7.552718805391540613e+00 2.570708469515772013e+05 2.522552307187535803e+01
0.000000000000000000e+00 -8.688495938238427243e+02 7.346369237285962916e-02 7.610388102007276778e+00 2.569932840090183308e+05 2.903323289937052465e+01
0.000000000000000000e+00 -8.657019980589370789e+02 3.624806454912976594e-02 7.729646465429906854e+00 2.405164848521768872e+05 1.670348578110156978e+01
0.000000000000000000e+00 -8.647145388348160395e+02 2.494572121851220195e-02 7.543720095048918495e+00 2.555791179794001800e+05 2.354836683194481850e+01
0.000000000000000000e+00 -8.646402402593741954e+02 5.391372356109933039e-02 7.570812253118238466e+00 2.612651160782574443e+05 8.045548942037914486e+00
0.000000000000000000e+00 -8.619768732724973006e+02 8.460654249206241151e-02 7.971086962642968565e+00 2.321034805455947062e+05 1.155494827332142194e+01
0.000000000000000000e+00 -8.618102420105589090e+02 7.435000591453985730e-02 7.697886254846877385e+00 2.442515622919608431e+05 1.041972478986030026e+01
0.000000000000000000e+00 -8.527350740122709567e+02 5.214739899921236321e-02 7.594532143938194757e+00 2.472786275913649006e+05 1.789280843376935337e+01
0.000000000000000000e+00 -8.493920200859693068e+02 8.186892760673837588e-02 7.929323459356034220e+00 2.269933700160991284e+05 1.116698259166000540e+01
0.000000000000000000e+00 -8.471977474695415822e+02 3.010727310956300834e-02 7.601310607258993102e+00 2.515889603674942045e+05 1.878704771010904295e+01
0.000000000000000000e+00 -8.457851340470904233e+02 5.998303736385923735e-02 7.877972639138581812e+00 2.318677720834736247e+05 1.533908262915865350e+01
0.000000000000000000e+00 -8.400139011679927989e+02 3.789042087985582119e-02 7.634999914144169786e+00 2.444245909010882315e+05 2.807753190923014230e+01
0.000000000000000000e+00 -8.367798735249242554e+02 5.446209559648178267e-02 7.638557909316757488e+00 2.436791378815078060e+05 1.042420080947579208e+01
0.000000000000000000e+00 -8.333722651722406454e+02 8.897920013881388535e-02 7.728469308420566897e+00 2.506809924795416300e+05 2.069925034743916470e+01
0.000000000000000000e+00 -8.314614862738997090e+02 4.621459723708618017e-02 7.929260371381793071e+00 2.234305822430310072e+05 1.235430798257254636e+01
0.000000000000000000e+00 -8.283265164408328474e+02 4.802482645086464386e-02 7.757140718171741334e+00 2.351573220186776598e+05 1.980145341572798401e+01
0.000000000000000000e+00 -8.266930330166012482e+02 8.282399186512430511e-02 7.661020399367473033e+00 2.557408829222331406e+05 2.296207078756998854e+01
0.000000000000000000e+00 -8.263528086940362982e+02 4.612431025773550131e-02 7.640205610901022126e+00 2.521532045007497945e+05 2.035565185261491195e+01
0.000000000000000000e+00 -8.262258903380006814e+02 7.123320187132213543e-02 7.626124960303790168e+00 2.532662055453331850e+05 2.673045472379207510e+01
0.000000000000000000e+00 -8.257834560557108716e+02 6.418049034996073376e-02 7.572162109484256831e+00 2.545338528473666520e+05 2.379280643767145875e+01
0.000000000000000000e+00 -8.211239688456660133e+02 6.681243666275332727e-02 7.603284043942915460e+00 2.522858565351923171e+05 2.272603036409805100e+01
0.000000000000000000e+00 -8.182793226741750914e+02 6.704575114207518560e-02 7.747837237297418689e+00 2.461732170324044419e+05 1.979148148268085805e+01
0.000000000000000000e+00 -8.169927019022351260e+02 4.029452616856826763e-02 7.789638254914890148e+00 2.265187097565787262e+05 9.820408025562784360e+00
0.000000000000000000e+00 -8.145957207975268375e+02 3.722770508772572234e-02 7.583718989264744081e+00 2.554141592000323290e+05 2.068394545732441259e+01
0.000000000000000000e+00 -8.089760693824335931e+02 5.009614931746730893e-02 7.571292526628997877e+00 2.492299070262610330e+05 1.964472447159140600e+01
0.000000000000000000e+00 -8.055988265204891832e+02 7.795201373760965446e-02 7.703726331743399491e+00 2.534577773313323269e+05 1.497105143500385616e+01
0.000000000000000000e+00 -8.042693030549802415e+02 7.299828888784055947e-02 7.627992754197940428e+00 2.513573232765125867e+05 1.569477025541865345e+01
0.000000000000000000e+00 -7.994749018465454355e+02 2.327168866028280977e-02 7.874369383464030925e+00 2.173679734379761503e+05 1.024665840805041839e+01
0.000000000000000000e+00 -7.991492214920906463e+02 5.382231944577736682e-02 7.936298625452733013e+00 2.256078669144138112e+05 1.244136987735631550e+01
0.000000000000000000e+00 -7.950862089597808335e+02 6.638859127931663606e-02 7.486924011357611874e+00 2.675542007948814426e+05 6.027292897550083239e+00
0.000000000000000000e+00 -7.865391256864128309e+02 7.123932848220508596e-02 7.561458859754882411e+00 2.631543051351653412e+05 2.577904053019270947e+01
0.000000000000000000e+00 -7.814284631431776234e+02 6.217575906661607088e-02 7.671555529428892406e+00 2.439959368285146484e+05 1.885738842252412795e+01
0.000000000000000000e+00 -7.708797394991314604e+02 8.602371974543907007e-02 7.664770511437875911e+00 2.569418972336587613e+05 1.441481858486456069e+01
0.000000000000000000e+00 -7.665893468200783900e+02 2.880539883481118835e-02 7.515004357630760801e+00 2.478680496210956480e+05 6.111136814141887363e+00
0.000000000000000000e+00 -7.640635240731328395e+02 7.626421218203992269e-02 7.625999489035808487e+00 2.593056713309490005e+05 9.363484905683858273e+00
0.000000000000000000e+00 -7.613086783892488256e+02 3.492158899223153645e-02 7.492688559548784433e+00 2.639997775128534995e+05 2.253356479063350903e+01
0.000000000000000000e+00 -7.585787987386532905e+02 4.064377448077510779e-02 7.602784187821983508e+00 2.430418501573810936e+05 1.124438448306816341e+01
0.000000000000000000e+00 -7.577795755790514249e+02 3.859821130349018470e-02 7.479422462236943403e+00 2.663499933949755505e+05 1.055508899718656579e+01
1.376960954959554119e-320 -7.456723348539298968e+02 9.615479654076804217e-02 7.769877652757081421e+00 2.460800608053785108e+05 5.101662481020192708e+00
4.317145613360812303e-320 -7.445247408038979984e+02 9.218255887972616469e-02 7.780500645278968896e+00 2.488719002135093033e+05 1.196057977581005360e+01
2.605257557085477152e-319 -7.427222392986872137e+02 9.445280621757543016e-02 7.789047752189530271e+00 2.433878637159520586e+05 1.410840049170379196e+01
1.751932076870768183e-318 -7.408114730950323974e+02 7.800608784566566423e-02 7.597876619126859410e+00 2.591409051620911050e+05 5.685799522653236515e+00
3.262000245607704216e-317 -7.378822669485064125e+02 6.678853901747378030e-02 7.630847495254233337e+00 2.525178968435003480e+05 2.683607887137496562e+01
5.360971591321745343e-316 -7.350778772543976629e+02 6.560722507910883572e-02 7.824146637623544898e+00 2.407560609939036367e+05 6.566617758908087410e+00
1.053524773146871297e-315 -7.343972959144095967e+02 6.124991064412721453e-02 7.661100426861050749e+00 2.508836567015405162e+05 2.578272190380543805e+01
3.863119921954733518e-315 -7.330929622580879368e+02 4.511248948939232395e-02 7.645476493140835217e+00 2.481450464216069959e+05 2.652415203811273869e+01
2.338717364382734023e-314 -7.312872496474465152e+02 2.478978684539560884e-02 7.590711181932236151e+00 2.479681048007948557e+05 2.732678465209296093e+01
5.630722546204162918e-314 -7.304036145191263358e+02 9.132959112766343701e-02 7.790964803841097464e+00 2.424074945523020870e+05 1.487566498065070242e+01
6.536649913631238448e-314 -7.302494275030209110e+02 7.151207335719610148e-02 7.784852714363266202e+00 2.365884546597653534e+05 1.427238049162009936e+01
1.563784874812793231e-313 -7.293721581140264334e+02 3.889309133462561657e-02 7.549724054107989524e+00 2.592290961290897394e+05 6.905165968193323067e+00
1.703959036791726299e-313 -7.292813128099304549e+02 5.262888589612957357e-02 7.968613320163362879e+00 2.250690680277800129e+05 7.550410772244502411e+00
1.063886258025282239e-312 -7.274447536207557050e+02 5.663166151746856780e-02 7.481655181157264245e+00 2.620561552437519422e+05 1.803244957973062057e+01
7.168618842302251007e-309 -7.186242138206530399e+02 5.666160909588552341e-02 7.655719283521247753e+00 2.463493221231024072e+05 2.488020328202170361e+01
1.770860694937363690e-308 -7.177148760369098000e+02 7.764465383827438838e-02 7.653871222579598843e+00 2.534714848973521730e+05 2.293008519527196754e+01
2.244577469727000350e-306 -7.128676542536386478e+02 4.314395653942938724e-02 7.534834719395729685e+00 2.509873912193603173e+05 1.925540575051055825e+01
3.132015017386037144e-304 -7.079243247887152393e+02 6.894012468935170612e-02 7.623830057506706837e+00 2.522771808089082188e+05 2.325226798868224876e+01
8.022082920928137733e-301 -7.000710479786887390e+02 8.845813700993440665e-02 7.808110176196061403e+00 2.456492157011455565e+05 1.420207000735227432e+01
1.855249658090055719e-300 -6.992276417161043582e+02 5.611096179001111295e-02 7.900787186325151090e+00 2.229463421317444299e+05 9.932464003574008160e+00
9.844351872801881198e-300 -6.975537631128886460e+02 4.710404158247204209e-02 7.618526998102024272e+00 2.502329438755807932e+05 2.882969574207016095e+01
2.616176282424073902e-298 -6.942687769861188372e+02 2.056771158598658111e-02 7.579574672213444941e+00 2.394157755076878238e+05 1.656993932629025679e+01
6.283335405607757387e-296 -6.887824196626722824e+02 6.879805605935802870e-02 7.647957292516261774e+00 2.491934637990137562e+05 1.993644215263141817e+01
6.026192241387007248e-294 -6.842140350895265328e+02 3.529811502263070777e-02 7.673341890839239454e+00 2.460219641716998885e+05 1.019631112183768984e+01
8.222454710769211016e-294 -6.838982816406127085e+02 5.631852478532380080e-02 7.561869046077156931e+00 2.551333593315903854e+05 2.908280446972258915e+01
1.774096611544479966e-293 -6.831242739965957753e+02 2.254709958906273015e-02 7.477869473067571882e+00 2.502885273022671172e+05 2.614899808417797544e+01
1.810410943492944522e-293 -6.830990114786092136e+02 7.859511209304162471e-02 7.790785411947025452e+00 2.413005762329512800e+05 1.850027382464610781e+01
3.913116202692344298e-289 -6.731128909273838872e+02 4.737785941730829342e-02 7.673978622653525150e+00 2.400327481389028544e+05 1.885199961297004734e+01
1.120706863577833808e-288 -6.720556802593268912e+02 6.901369622451521135e-02 7.857015925830046044e+00 2.294378025301049347e+05 5.969241000303999733e+00
7.021215096570730532e-288 -6.702157035800119047e+02 8.995230747851132302e-02 7.740655756067321036e+00 2.469947442568918050e+05 9.793712535982848522e+00
8.857628148935045918e-287 -6.676757757552591102e+02 5.442734070140783920e-02 7.548824778448485873e+00 2.541790851253505971e+05 5.711196511961952993e+00
2.025655656647034500e-284 -6.622384060725615882e+02 6.521227352411246292e-02 7.719518863730814751e+00 2.494681489401179133e+05 1.061163208889146325e+01
7.887110818017177493e-284 -6.608740696167388933e+02 2.108754195440495222e-02 7.647978072752189327e+00 2.404373012175309123e+05 2.185432752821166602e+01
2.973582098479361405e-283 -6.595419470889486320e+02 2.572139384992752284e-02 7.508076932290613570e+00 2.481481760283707699e+05 2.148080131827069650e+01
5.371153072978566201e-283 -6.589456717983604221e+02 9.773652626450930747e-02 7.788553336407117555e+00 2.453567292017854634e+05 1.114315437637635497e+01
5.648850465701906954e-283 -6.588902623417203586e+02 6.251235075169055133e-02 7.490971503628237826e+00 2.672085153506129864e+05 2.406043506565821843e+01
2.379820213673776778e-281 -6.551445192784356095e+02 6.506881733784482258e-02 7.803591525504439019e+00 2.333893738756862585e+05 1.299429286877358081e+01
3.173505194049522398e-280 -6.525491224133409105e+02 2.255896214912199091e-02 7.536122015792174444e+00 2.553615668641402444e+05 1.660997046345234907e+01
1.443118261146343272e-278 -6.487269827123202504e+02 6.367546283936818818e-02 7.660388971772762901e+00 2.517987864017421671e+05 2.411918786076405041e+01
2.600735192584182529e-277 -6.458304096793810913e+02 2.300701739583711769e-02 7.735453072587370471e+00 2.300838045411591884e+05 1.652921306296308401e+01
4.152077084350807209e-277 -6.453575951395298489e+02 8.307076533323609624e-02 7.755586704473207860e+00 2.485642734532933682e+05 1.616217316973234119e+01
6.128328447740615989e-277 -6.449632818219453156e+02 6.673518674905240533e-02 7.922252325097688619e+00 2.294833275393157965e+05 1.332332928749651657e+01
9.923995956508890587e-277 -6.444762481924324220e+02 5.398173659256140511e-02 7.782360912326343083e+00 2.412193956184666604e+05 1.021473941572116750e+01
1.854914912873894746e-274 -6.392406097458973591e+02 6.953657144054023465e-02 7.819926252752088303e+00 2.337114683637294220e+05 1.374361238961455811e+01
3.475808147495039187e-274 -6.386076215594250698e+02 6.109815232345346125e-02 7.645407518160779681e+00 2.549095323360502662e+05 6.404134550451793473e+00
4.054961901193824340e-274 -6.384485072798240708e+02 6.800153146528610526e-02 7.837049235740591868e+00 2.314429062405972218e+05 1.202172258288462636e+01
2.091921037045036220e-271 -6.321976104925599884e+02 6.948045535010871632e-02 7.602390677722608459e+00 2.568697726943919843e+05 2.466600686203891968e+01
3.247679028989039136e-270 -6.294501676035656601e+02 4.831869428049710702e-02 7.489840999541827138e+00 2.586054141386600386e+05 2.438724514079603622e+01
3.606371498309101323e-265 -6.178274805931420133e+02 7.162525421171063444e-02 7.598598534652520442e+00 2.572663008726981934e+05 2.203005012122016382e+01
5.599283219549106408e-265 -6.173825441418479159e+02 7.605204411587120072e-02 7.761837152299940534e+00 2.476009204704035365e+05 1.213151805360380209e+01
6.856283583046508936e-263 -6.125698470057047871e+02 5.002336805454406926e-02 7.484987775508903596e+00 2.603951955567016557e+05 2.758519637312057071e+01
8.552612993095099904e-263 -6.123437756994136407e+02 2.567386631405683267e-02 7.682607294870262393e+00 2.329460814446126460e+05 1.559412434947922854e+01
5.174202847670150209e-262 -6.105387421677169186e+02 6.241031921441726749e-02 7.697491907109502485e+00 2.429450792324157665e+05 1.854716818734184614e+01
4.613722937882805632e-261 -6.083458072531027483e+02 5.902855835795545181e-02 7.512113821309827522e+00 2.628340650717028184e+05 2.922520442943721619e+01
2.544697159982101057e-260 -6.066332456211084718e+02 7.894745883162394839e-02 7.836041662954423614e+00 2.353453850359174830e+05 1.376154227972095256e+01
1.330232385593640790e-258 -6.026717334309482794e+02 9.136529323165794303e-02 7.937395098193095855e+00 2.294750862094565528e+05 9.204746640601282337e+00
5.721212468913376956e-258 -6.012079063309104185e+02 2.144675245830683641e-02 7.528119506522311433e+00 2.448631620262782089e+05 1.024558274067631736e+01
1.101645717944584921e-256 -5.982451117289680269e+02 3.330620896146949117e-02 7.532628334966561034e+00 2.493381724328808486e+05 2.536642167598982667e+01
3.600664355534353872e-256 -5.970557985263012597e+02 8.452166325230990596e-02 7.685325306772731402e+00 2.525917148022101028e+05 1.137500405097422629e+01
6.462142430067116964e-254 -5.918607858036197058e+02 6.146139282853074759e-02 7.569579840952448180e+00 2.550445529915904335e+05 1.859242536913166788e+01
1.366880015962351512e-253 -5.911066308368600630e+02 9.214554700824933997e-02 7.777374151234248245e+00 2.474833068552576588e+05 5.885887406657119847e+00
1.489130249551694280e-252 -5.887133843015747061e+02 3.953104142587154923e-02 7.565370585416889782e+00 2.472795941484041105e+05 1.560455955901152691e+01
4.585480682104470579e-252 -5.875836815877790968e+02 5.615541365921934702e-02 7.665310462901255839e+00 2.462315744676930190e+05 2.357274816979620979e+01
4.794945481091850523e-252 -5.875340141876438338e+02 5.210779839802480440e-02 7.713868569308557355e+00 2.466346337770509126e+05 6.194170838254553502e+00
1.840585368878475516e-251 -5.861839077766843502e+02 9.616006858855224992e-02 7.895218967616793648e+00 2.344708113409664948e+05 6.782768943251983096e+00
4.738933088873165377e-249 -5.806280092233473624e+02 5.334859142389389297e-02 7.795458458171157012e+00 2.331477792070476862e+05 1.622153144105035949e+01
1.852187874414367268e-248 -5.792598685788417470e+02 4.726468720252612749e-02 7.923142828253698866e+00 2.215453207818390802e+05 1.117038504249872766e+01
4.414850323233115673e-248 -5.783862622223800827e+02 6.326633893853592094e-02 7.893063543126439541e+00 2.286001373473622371e+05 1.360609224118507932e+01
1.355238459776924860e-247 -5.772596736370715007e+02 7.383216993156066499e-02 7.630387127746232068e+00 2.540126995815820992e+05 1.817990576975120831e+01
4.558522296008001341e-245 -5.714364823618915352e+02 5.940239066858828132e-02 7.729828424588943037e+00 2.381705053668493347e+05 7.702925084036831294e+00
5.897047680656099744e-244 -5.688714439494485759e+02 4.660383524976531577e-02 7.970342805949206522e+00 2.180906319942305563e+05 9.769185290443790137e+00
2.759952742386773136e-243 -5.673230971317598232e+02 5.496451370283868265e-02 7.572307146035590186e+00 2.541832157673564216e+05 2.688734947845027889e+01
5.075952497840410749e-242 -5.644062114044037344e+02 4.503418563827621401e-02 7.534328863946653243e+00 2.610063820115152630e+05 2.520694279142999505e+01
1.728125059125904082e-241 -5.631761034630881113e+02 6.870836801095688007e-02 7.648185923108325568e+00 2.556239457445156295e+05 1.276570949050325154e+01
1.712027118155281128e-240 -5.608778772923984661e+02 4.717553927134746083e-02 7.601498791607173899e+00 2.557801758628808311e+05 1.440862513517978272e+01
8.221409430984862248e-240 -5.593038137520431974e+02 5.473714637923784987e-02 7.596144424394043249e+00 2.518694408810195746e+05 2.595408236862023088e+01
1.750913525632111720e-236 -5.516350773716802678e+02 3.217405360963326855e-02 7.493411042091148389e+00 2.624959995137552614e+05 1.508552343303099263e+01
4.958450690213037129e-236 -5.505891217069624872e+02 4.913643339783597269e-02 7.575065683711368791e+00 2.585998921662881330e+05 1.692074155624380438e+01
7.501087345687790178e-236 -5.501701670486015701e+02 7.130870453595279657e-02 7.764622417306871860e+00 2.396705927564452577e+05 1.545755039696092581e+01
2.495916542956735460e-235 -5.489629739314335666e+02 9.614356648332540722e-02 7.947118253500116580e+00 2.323334132386932033e+05 1.201714952634346112e+01
3.897202048661743068e-235 -5.485123710728221340e+02 4.533975433793525911e-02 7.484231859151047495e+00 2.661204064931628527e+05 2.404587377461879427e+01
1.430613512328723407e-234 -5.472069414702068570e+02 6.354671209454579306e-02 7.924137403060162121e+00 2.272923922155013424e+05 1.272525808359244337e+01
3.802561865659463631e-234 -5.462243698373204097e+02 4.218064354754666456e-02 7.513946656629539866e+00 2.626088023205085192e+05 2.313181937929763521e+01
1.267164753942160559e-232 -5.427130927385169343e+02 6.380864587071854999e-02 7.705288331714768901e+00 2.421476105231252150e+05 6.416275627314799834e+00
1.922894623158079285e-231 -5.399884579061347267e+02 4.201557729026934862e-02 7.579010412442646505e+00 2.474544875761687290e+05 1.980371252829291961e+01
6.202400282034449427e-227 -5.296020128417195565e+02 6.623822170871526693e-02 7.662322435239894425e+00 2.508428687750918034e+05 2.248508319790282428e+01
3.227911512448622616e-226 -5.279475287705884057e+02 4.902283750927109718e-02 7.647369673177172089e+00 2.431041266945827228e+05 1.649409477319165873e+01
2.405873539981472836e-224 -5.236312808662344196e+02 7.362745134747149256e-02 7.656570349612668025e+00 2.546022601447865309e+05 6.300319145745342908e+00
8.226968389523698904e-224 -5.223967763362370533e+02 2.767271719837278640e-02 7.547487437428054058e+00 2.454844062513993122e+05 1.047119827295628625e+01
2.414640470366361454e-223 -5.213150584266702481e+02 6.704368506298125086e-02 7.578282763812342004e+00 2.601698385040133435e+05 1.276114307654476931e+01
1.183686586955599685e-222 -5.197203899416861077e+02 8.904636876527918798e-02 7.911046252896736242e+00 2.374882056287824234e+05 8.887521305934068749e+00
1.895089518624412030e-222 -5.192447576593453960e+02 6.141360497290096476e-02 7.567649426642847565e+00 2.564747367967451864e+05 5.402551478996564072e+00
7.683033729397147347e-222 -5.178400092501341305e+02 2.219925024036811106e-02 7.530887337762694145e+00 2.553152954423896444e+05 1.383454702192433494e+01
1.659643469895757251e-221 -5.170648358410203400e+02 7.366587277796980693e-02 7.944524119822831132e+00 2.320210809022992034e+05 5.923119847236569591e+00
9.501827799346755027e-220 -5.130123693701243610e+02 7.237598501482452040e-02 7.804881805995173671e+00 2.389332794769908942e+05 1.673182783475498070e+01
1.248134390602968384e-219 -5.127346185082338934e+02 5.673482950724335894e-02 7.573214658323748516e+00 2.598835533325295255e+05 1.002137411525351673e+01
1.348391573421581930e-219 -5.126523560021198591e+02 2.391893869771924419e-02 7.691850820151487689e+00 2.394544701806162193e+05 5.584507768815596407e+00
1.858108023377824550e-218 -5.100241245858653656e+02 2.187784323320438734e-02 7.561282711294632364e+00 2.519772977128305647e+05 1.400562640502948852e+01
5.625876659222580694e-218 -5.089113065776920166e+02 4.616853586096152096e-02 7.650066217706807947e+00 2.417288518632502819e+05 1.261970758034446760e+01
9.735079736557442024e-216 -5.037527773486792739e+02 6.152737290916325541e-02 7.693069623918845856e+00 2.429263466872427671e+05 5.128370281310924206e+00
1.600026471131777203e-214 -5.009483228186251722e+02 4.654520677041385640e-02 7.561291178536805546e+00 2.507009480103988317e+05 1.297366866126288976e+01
4.130287499606702815e-214 -4.999949959751456845e+02 6.246045590719774554e-02 7.673625768594729557e+00 2.474292421949300624e+05 2.155944475687364914e+01
8.141436695916589139e-214 -4.993113763294810497e+02 4.482595019097014577e-02 7.541113794565728057e+00 2.603916541766402079e+05 2.117569149332526024e+01
1.209861686495986093e-211 -4.943050816688153759e+02 8.458587934673846009e-02 7.917481693994333547e+00 2.361373522347443504e+05 8.778791359176612019e+00
3.287659582104451558e-211 -4.933004117747984765e+02 2.074254950262756705e-02 7.662150465370502594e+00 2.343225903010196635e+05 1.654833632017405165e+01
3.401853407245044094e-211 -4.932612673103330394e+02 4.247545018125244154e-02 7.495806216869498328e+00 2.644176639345305157e+05 1.429681387996664554e+01
2.660290538458828448e-209 -4.888969821854076372e+02 2.172234601593247758e-02 7.833949325243039219e+00 2.204003429823685728e+05 6.954585256572075380e+00
1.563890205822680199e-208 -4.871206559954487716e+02 2.238334267668783129e-02 7.781521962586742447e+00 2.249541542230464402e+05 1.110187667669869427e+01
1.720524327739261099e-208 -4.870202033481476747e+02 6.348383238351662516e-02 7.820447359029967238e+00 2.385739099739944504e+05 1.433004286230125146e+01
5.926200315445651134e-208 -4.857784491828381306e+02 9.062979765325088199e-02 7.797621137741776565e+00 2.437813665996775089e+05 6.045688354360871486e+00
7.723662232176310953e-208 -4.855085438002679439e+02 2.005974075318865679e-02 7.575125183125162920e+00 2.475250005322327779e+05 2.464332311708416157e+01
2.271058145959590741e-207 -4.844250014747563569e+02 5.301526882485914360e-02 7.477460333047938335e+00 2.658940383547929814e+05 7.879274580097900937e+00
3.698985886959959750e-207 -4.839321886437563762e+02 3.852832123423864663e-02 7.638642250102625653e+00 2.424787755278598052e+05 2.156705683324427625e+01
2.723566651316804152e-206 -4.819307199580268275e+02 7.074143853964197370e-02 7.752464477865259163e+00 2.401750742665893631e+05 1.072560058266203953e+01
7.051670653671366684e-205 -4.786718125943422706e+02 4.931672293574364263e-02 7.534966923008585837e+00 2.618754802013796871e+05 1.053745025733685736e+01
1.431506465367586216e-204 -4.779587647002066433e+02 6.926252376752672912e-02 7.658347053729020359e+00 2.538144411505551543e+05 1.720454684070735141e+01
1.440196560789815366e-204 -4.779477124574298728e+02 6.402926543200611331e-02 7.582452612880970833e+00 2.565174458778667613e+05 2.028630428146809450e+01
5.487921222524828246e-203 -4.743023574334325758e+02 5.807668314742281401e-02 7.538682273150239865e+00 2.590984118398165447e+05 2.274849168790913367e+01
5.819731456976329929e-202 -4.719360677569970903e+02 5.492271664362341488e-02 7.502934849551587071e+00 2.614743066274508310e+05 1.442294723120410183e+01
6.260620784649373245e-202 -4.718580425291906977e+02 6.830548610912832996e-02 7.766576214984028503e+00 2.382640715292415989e+05 6.120955158359164372e+00
9.606795283735314497e-200 -4.668196810001471704e+02 5.880572908123411768e-02 7.529002519271204896e+00 2.608156916797496378e+05 1.001381859448559553e+01
1.302148807300894241e-199 -4.665105507687032969e+02 5.390390057861348116e-02 7.515941129852613756e+00 2.599326512758431782e+05 5.928754303844662843e+00
5.063151519184099974e-199 -4.651475774779810308e+02 8.212899356344813273e-02 7.792871133942232298e+00 2.451571961316379311e+05 1.121654922298344559e+01
1.034991450326824014e-198 -4.644275883381572498e+02 7.346223973030363563e-02 7.782455488473849492e+00 2.442204579549657356e+05 1.422060815229031405e+01
