weight logl nH log(R_in*) T_p R_ratio
0.000000000000000000e+00 -6.883861592274038086e+12 7.641916215426142189e-01 1.280909043717243234e-01 8.979570557587339685e-01 6.802142664699050156e-01
0.000000000000000000e+00 -6.657049883522595703e+12 8.013522328677861184e-01 2.877602275728267101e-01 8.298939437820400666e-01 1.939295377639386198e-01
0.000000000000000000e+00 -6.601101664613651367e+12 8.521236021330278465e-01 2.944026493684710477e-01 8.295613144087125024e-01 8.506210457889377130e-01
0.000000000000000000e+00 -6.150936279581228516e+12 5.515801280154657427e-01 9.977478609340171278e-01 5.894479867260835615e-01 4.012913587213406963e-01
0.000000000000000000e+00 -5.307029354594984375e+12 7.941333830419973205e-01 5.356005977775990523e-02 9.092912755309099371e-01 8.785562048987874961e-01
0.000000000000000000e+00 -4.679178070788515625e+12 8.516551324891701302e-01 3.607818624355267900e-01 7.770555809750099296e-01 6.205631565802425254e-01
0.000000000000000000e+00 -4.636778289714508789e+12 3.049197249038111401e-01 6.533855058956893336e-01 6.558010385877030002e-01 5.810360710793438521e-03
0.000000000000000000e+00 -4.462764962387892578e+12 8.610175037256700969e-01 5.237819877564077187e-01 7.183043322596488478e-01 6.615319319632537720e-01
0.000000000000000000e+00 -4.287015093773944336e+12 2.317300258582998262e-01 6.512174849233692830e-01 6.465708068238787964e-01 8.904804204600557105e-01
0.000000000000000000e+00 -4.249498901617926270e+12 3.353102617942701480e-01 8.670702137844727986e-01 5.936736274982735706e-01 9.969042479452866479e-01
0.000000000000000000e+00 -3.680599327749468262e+12 3.197259830660004187e-02 1.365960433719728417e-01 7.936966830206617640e-01 6.433717021144568227e-01
0.000000000000000000e+00 -3.638720133479000000e+12 2.141360813147683562e-01 2.363458159534931324e-01 7.696263009307483527e-01 2.260636091434620187e-02
0.000000000000000000e+00 -3.515976497823485352e+12 7.475971794168445594e-01 5.744897069774859144e-01 6.814599527854763306e-01 1.941101584122746360e-01
0.000000000000000000e+00 -3.507472899737987793e+12 1.828335829623901621e-01 4.487251367845358496e-01 6.916571355204124139e-01 3.563130553558885305e-01
0.000000000000000000e+00 -3.286766255741847168e+12 5.406470619002836653e-01 5.057958674332589943e-01 6.880947628446588693e-01 1.048357369103619652e-01
0.000000000000000000e+00 -3.258333999363787598e+12 4.880112158314525717e-01 8.125910247528289609e-01 6.002993313701865397e-01 4.643054200514029617e-02
0.000000000000000000e+00 -3.245140955046608398e+12 2.102602814812921661e-01 5.931359994245504197e-01 6.456319051099372874e-01 9.110386432046688743e-01
0.000000000000000000e+00 -2.768282882852860840e+12 9.573181068265026461e-01 5.581776197373317094e-01 6.815455929900929855e-01 1.209843399199715952e-01
0.000000000000000000e+00 -2.486087921321630859e+12 4.298516020738097909e-01 9.785676295689126336e-01 5.454341572524177284e-01 7.476954123232000260e-01
0.000000000000000000e+00 -2.471070145372378906e+12 8.846996498220676131e-01 1.632665757100099091e-01 8.030933064166183577e-01 4.718262575830077798e-01
0.000000000000000000e+00 -2.344422364970799316e+12 8.550320508023619981e-01 2.960199783935624218e-01 7.494044350333701754e-01 5.228233875493849547e-01
0.000000000000000000e+00 -2.321101377351757324e+12 1.196833583428867920e-01 9.827054359129610006e-01 5.295507902417020407e-01 6.961635286058909244e-02
0.000000000000000000e+00 -1.894476197383375977e+12 9.054165648060664706e-01 2.945787191209172651e-01 7.375165730492110328e-01 9.914321436560021850e-01
0.000000000000000000e+00 -1.816784632734295166e+12 4.203374343918270251e-01 2.582906585600117655e-01 7.211656482345075725e-01 9.518093438939367879e-01
0.000000000000000000e+00 -1.549077513433920654e+12 7.745981396516790074e-01 1.189785440234703007e-02 8.175455124901195303e-01 9.299348879061944961e-01
0.000000000000000000e+00 -1.478163806467792236e+12 8.056749906484372836e-01 4.026062154447604957e-01 6.818174485769576965e-01 3.345965119750969885e-01
0.000000000000000000e+00 -1.451014075275469238e+12 1.781091332204458588e-01 8.288394647913144286e-02 7.515022554835617541e-01 7.915979104742334460e-01
0.000000000000000000e+00 -1.396301136885774902e+12 9.178112428216123053e-01 7.997903407633291106e-01 5.777453023468431814e-01 8.775265900383163453e-01
0.000000000000000000e+00 -1.344634474333230469e+12 7.026516775519493496e-01 6.580075256695862018e-01 6.016635169205517553e-01 6.247093468661301108e-01
0.000000000000000000e+00 -1.337743248931928467e+12 9.861156111272240121e-02 4.573051181933572851e-01 6.271457814785302842e-01 9.028322855387432844e-01
0.000000000000000000e+00 -1.313311406037840088e+12 6.047688201577836598e-01 2.116521403401353529e-01 7.240448306771889442e-01 9.569769586627314695e-01
0.000000000000000000e+00 -1.299485074558207031e+12 5.424306802256264604e-01 9.962931185317338567e-01 5.173957281200651792e-01 3.997206564821362829e-01
0.000000000000000000e+00 -1.144440668411486816e+12 5.180094274131730181e-02 6.446690827979201233e-01 5.695735186602770561e-01 7.981256991731677797e-01
0.000000000000000000e+00 -1.079449222379835327e+12 9.363458511100324344e-01 7.444524818033947389e-01 5.789171363736482778e-01 9.142701964545340010e-01
0.000000000000000000e+00 -1.070737712059354736e+12 4.673035712107249662e-01 8.546068463554109540e-01 5.358083661726442681e-01 3.969738996392133679e-01
0.000000000000000000e+00 -9.202107596592843018e+11 9.019435936668102061e-01 2.005402029398277719e-01 7.188936242539952781e-01 6.854069745047042250e-01
0.000000000000000000e+00 -8.797035782462735596e+11 5.703789688571074823e-01 4.157031360558394173e-01 6.363078140455037390e-01 8.483410405544421495e-01
0.000000000000000000e+00 -8.707712675463094482e+11 8.346745050177279968e-01 5.627352702106296345e-01 6.084447960269053768e-01 5.860145967491148244e-01
0.000000000000000000e+00 -8.306476221658686523e+11 8.027976928352905661e-01 5.951252090527473504e-01 5.965404553432931412e-01 3.425513265744548619e-01
0.000000000000000000e+00 -8.265884729964116211e+11 6.974015668978145177e-01 9.997188398057714753e-01 5.034665349543627766e-01 7.848054516035486428e-01
0.000000000000000000e+00 -7.973216355873476562e+11 4.969961753900199453e-01 6.066166383206417212e-02 7.340778917113696123e-01 6.152463270859137578e-01
0.000000000000000000e+00 -7.573474445225742188e+11 2.491510148125288815e-01 1.031293352659897744e-01 7.036468793621920570e-01 8.543663813726194434e-01
0.000000000000000000e+00 -6.963316467467044678e+11 1.880304287722894818e-01 7.281800929248867238e-01 5.330829117258399918e-01 3.355498826222192976e-01
0.000000000000000000e+00 -6.642674806251569824e+11 1.548112623670697685e-01 3.524931938627636763e-01 6.188806716580969036e-01 4.841837563689296298e-01
0.000000000000000000e+00 -6.230692026099427490e+11 3.633535449391078753e-02 6.628506844713850654e-01 5.362257089341633254e-01 7.168554010908712026e-01
0.000000000000000000e+00 -6.178731797087208252e+11 5.606722938698183167e-02 7.557990495230326733e-01 5.169459416543629171e-01 9.099584444211787915e-01
0.000000000000000000e+00 -5.932316955155662842e+11 1.509452680388989609e-02 9.482034605055552623e-01 4.761475719707978227e-01 2.134572556453950831e-01
0.000000000000000000e+00 -5.763850856939953613e+11 8.034397753717215096e-02 5.285339544339376916e-01 5.646049152971539531e-01 7.817184065983786567e-01
0.000000000000000000e+00 -5.591888442002679443e+11 2.629497285363482373e-01 7.665707361443562240e-01 5.183132376774505223e-01 9.213660040434044074e-01
0.000000000000000000e+00 -4.914372461684563599e+11 1.893554612830401496e-01 1.686830281028232070e-01 6.547475744144445331e-01 3.182146596935431226e-02
0.000000000000000000e+00 -4.625743769951505737e+11 6.168635896103643601e-01 1.365908685897322394e-01 6.801643906658801919e-01 5.092709374241172204e-01
0.000000000000000000e+00 -4.024117874501711426e+11 9.672959202710250670e-01 2.320978908683303255e-01 6.601753042625997381e-01 8.772078756345225159e-01
0.000000000000000000e+00 -4.006418257365350952e+11 6.379392818928795172e-01 5.444373986053915315e-01 5.659025874776107967e-01 6.943556682972356064e-01
0.000000000000000000e+00 -3.839561781174240723e+11 6.465166221407743219e-01 2.859903805620471751e-01 6.282399137401469824e-01 1.821628377199059345e-01
0.000000000000000000e+00 -3.603716486265570068e+11 1.131082115544359556e-01 6.818386450464474224e-01 5.113493403244508961e-01 5.023731753797608945e-01
0.000000000000000000e+00 -3.220760121842025757e+11 5.645789541218546592e-01 8.050996310997127203e-02 6.719628497039726867e-01 6.992334143136107460e-01
0.000000000000000000e+00 -2.820507216675128174e+11 4.305706014391765812e-01 6.483602030088582158e-01 5.196119356704197445e-01 5.205097968500780325e-01
0.000000000000000000e+00 -2.586515349712070007e+11 9.408789148084589771e-01 4.013057989909498691e-01 5.902407975065577794e-01 9.481375402309151212e-01
0.000000000000000000e+00 -2.366537558539841614e+11 2.229698858805283512e-01 6.034137881689776162e-01 5.136717812966632435e-01 6.711574544293570366e-01
0.000000000000000000e+00 -2.265869167669530029e+11 1.970438116197356093e-01 5.543271681440582466e-01 5.209519756736675777e-01 1.138325523017009733e-01
0.000000000000000000e+00 -2.075177967528310547e+11 1.732848329775533713e-01 2.881328567335301738e-01 5.751571038905233246e-01 4.533585620783218140e-01
0.000000000000000000e+00 -2.055420331567689209e+11 7.666916865021256022e-01 5.178681085647629523e-01 5.457111201250997023e-01 7.296857111556643849e-01
0.000000000000000000e+00 -1.496483644588202209e+11 6.069877143976593059e-01 5.066475932340088750e-01 5.281604356072802098e-01 9.076369238548538387e-01
0.000000000000000000e+00 -1.371149490119880981e+11 5.079217187903523056e-01 7.129477274953929244e-01 4.806859013367236200e-01 6.419430249561319801e-01
0.000000000000000000e+00 -1.296357112659794312e+11 5.413008297896599874e-01 7.167226587850803465e-01 4.790287897873357625e-01 6.161418719317002246e-02
0.000000000000000000e+00 -1.285314725183646698e+11 1.083797993544263205e-01 1.941036982799828614e-01 5.711444439249592220e-01 6.181790708592278527e-01
0.000000000000000000e+00 -1.240102415502968903e+11 2.393013495388391920e-01 3.882953933997740359e-01 5.311367454818045619e-01 9.626321146645042681e-01
0.000000000000000000e+00 -1.172534509485845490e+11 5.693765468343522373e-01 8.584290752184646767e-01 4.513844716319680428e-01 4.633585968407714084e-01
0.000000000000000000e+00 -1.168704477036923370e+11 4.029553299427152124e-01 7.299255423742656568e-03 6.259666615284181779e-01 1.206319962673177981e-01
0.000000000000000000e+00 -1.156546681912354431e+11 7.413721616320601004e-01 4.533227116598971262e-01 5.330291029222967714e-01 1.236901869060548220e-01
0.000000000000000000e+00 -1.097051966675979309e+11 2.193758139479841107e-01 8.400826593641708140e-01 4.408163734357856134e-01 5.209623030351019368e-01
0.000000000000000000e+00 -1.069097687303440857e+11 9.571782528008143665e-01 3.098834683165690995e-01 5.690927115018624693e-01 8.898953764971450076e-01
0.000000000000000000e+00 -1.055087924909241333e+11 1.588065963285524296e-01 3.352153114344752494e-01 5.321949262931774394e-01 3.015160885031384908e-01
0.000000000000000000e+00 -9.876114060650473022e+10 8.262597099046531390e-03 6.698841676319288174e-01 4.589341264495442330e-01 1.378425706954492513e-01
0.000000000000000000e+00 -9.720109983146093750e+10 4.729631043282536140e-01 1.364480326046133563e-01 5.862270673774575558e-01 6.136603264328891472e-01
0.000000000000000000e+00 -9.287390374891093445e+10 5.664486764396980956e-01 5.586353106552205405e-01 4.964747230885152574e-01 8.096321136501040128e-01
0.000000000000000000e+00 -9.218283827299671936e+10 3.843493981825879535e-01 8.364444724470352366e-01 4.408347435495431066e-01 4.728771178719469725e-01
0.000000000000000000e+00 -9.092252028467709351e+10 3.524964860232912001e-01 4.860575749255228173e-01 5.021758346045979149e-01 7.699042315335818953e-01
0.000000000000000000e+00 -8.580174519507566833e+10 7.811999591472406079e-01 8.646625340033797791e-03 6.251082534832081983e-01 8.946541413273794152e-01
0.000000000000000000e+00 -8.445624645361322021e+10 1.986099193749409908e-01 4.411439181014344957e-01 5.024357524782275819e-01 1.104065660285584727e-01
0.000000000000000000e+00 -8.317887485595448303e+10 5.796256344597018328e-01 2.524650344146894820e-01 5.557998870706510885e-01 9.497399267637205433e-01
0.000000000000000000e+00 -8.136863929051698303e+10 4.945476701766908789e-01 5.853459113038403938e-01 4.838784202064355666e-01 4.466766001923483387e-02
0.000000000000000000e+00 -7.324573620236260986e+10 6.766909975282634493e-01 2.705544162323605395e-01 5.499728531350854821e-01 2.008716605540306066e-02
0.000000000000000000e+00 -7.235483072177490234e+10 5.651111065501605024e-01 9.464285240338699001e-01 4.210061067544796920e-01 8.310634781308965380e-01
0.000000000000000000e+00 -7.017820079471218872e+10 1.056603430589618808e-01 3.814508346309832820e-01 5.031772579883692087e-01 9.019384730164321518e-01
0.000000000000000000e+00 -7.004240684847128296e+10 1.614226898887423101e-01 7.844389032737345557e-01 4.327506778704901524e-01 3.634523060924850224e-01
0.000000000000000000e+00 -6.942630975231642151e+10 3.821334419781369229e-01 9.072434701495182274e-01 4.201613594380531058e-01 4.833872751683654378e-02
0.000000000000000000e+00 -6.364961502231145477e+10 6.894815995430891853e-01 5.981677445556290440e-01 4.785880719079355083e-01 3.023455287172438499e-01
0.000000000000000000e+00 -6.244325144759463501e+10 5.529845793384643438e-01 1.460433427393418304e-01 5.654341571931723598e-01 8.803351077838476035e-01
0.000000000000000000e+00 -6.017926021288865662e+10 9.353076027230935452e-01 7.124910616453297152e-01 4.641110849639752400e-01 6.009755977917268233e-01
0.000000000000000000e+00 -5.971230627990448761e+10 7.713484934949832450e-01 1.584907156008493745e-01 5.689648019964900216e-01 2.028411172285881081e-01
0.000000000000000000e+00 -5.799642433769367218e+10 4.274993514689670038e-01 2.980867250615061304e-01 5.240157806610000746e-01 4.055157966882726450e-01
0.000000000000000000e+00 -5.515145859121536255e+10 9.940704304741055930e-01 3.042554798509032876e-01 5.411634234123420262e-01 2.623983185979080757e-01
0.000000000000000000e+00 -5.452588660838690948e+10 5.878823717324914711e-01 1.587859532920938843e-01 5.574704578554804391e-01 2.584425487042638636e-01
0.000000000000000000e+00 -5.302637468054622650e+10 9.770622231966856752e-01 7.454619979791468065e-01 4.552958818483340275e-01 7.948494689772379607e-01
0.000000000000000000e+00 -5.069502117774279785e+10 8.604456747062783073e-02 2.000232727262338805e-01 5.264450297964355929e-01 1.860359240677733617e-03
0.000000000000000000e+00 -5.039175434977412415e+10 2.928964470998518532e-02 2.165024874455431236e-01 5.198258438203897658e-01 3.635083838376010901e-01
0.000000000000000000e+00 -5.018252181953942108e+10 5.146036661495064779e-01 3.839869332533062396e-01 5.037545465084865004e-01 4.810339847418124704e-01
0.000000000000000000e+00 -4.926956709442530823e+10 3.433134608597614434e-01 5.015821411632181981e-01 4.748832190263385655e-01 3.384740556190649619e-01
0.000000000000000000e+00 -4.514126529223869324e+10 4.975133670462579261e-01 4.756097493591886494e-01 4.815618104146961453e-01 7.160651381118788850e-01
0.000000000000000000e+00 -4.511365027711678314e+10 8.839976682468085878e-01 9.486367691828869741e-01 4.151686821736747524e-01 2.476998416992325369e-01
0.000000000000000000e+00 -4.492809143479624176e+10 6.315535770504704383e-01 3.431507668396079902e-01 5.114103338904911755e-01 4.897589549733404324e-01
0.000000000000000000e+00 -4.390729896081683350e+10 5.024880263698981997e-01 5.901308059456202848e-01 4.602290448126730160e-01 4.949034900681908988e-01
0.000000000000000000e+00 -3.845022766505966187e+10 5.618299828985490185e-01 4.865123935359280116e-01 4.756500096260075638e-01 1.329424022570605546e-01
0.000000000000000000e+00 -3.690489839568857574e+10 6.862883627053552038e-01 6.435937386232708501e-01 4.508878199279590104e-01 4.329607267579571594e-02
0.000000000000000000e+00 -3.489756435021022034e+10 3.080168346027691850e-01 1.638633177908908056e-01 5.255550287284165289e-01 5.187646321206469402e-01
0.000000000000000000e+00 -3.417589435162291336e+10 3.413838650329228397e-01 1.277388044610667794e-01 5.335408298003456729e-01 2.763294566878315983e-01
0.000000000000000000e+00 -3.391240267470383453e+10 7.802585139444875306e-01 7.208463566087635055e-01 4.381715999287995045e-01 5.046342373223230426e-01
0.000000000000000000e+00 -3.373957450650857544e+10 9.022729371785365160e-02 9.495626392929733539e-01 3.827938332635549834e-01 1.077222999677825976e-01
0.000000000000000000e+00 -3.326272289544933319e+10 7.428192026022795158e-02 7.721074365158636654e-01 4.076216889366639506e-01 7.129625614274952561e-01
0.000000000000000000e+00 -3.148894362274167252e+10 1.591334407210802659e-01 7.751884325475159043e-01 4.082055432542597284e-01 1.038122013844888780e-01
0.000000000000000000e+00 -3.087857788131082535e+10 1.841031208913868067e-02 2.524399215845182232e-01 4.918045402060575721e-01 9.262513692489188211e-01
0.000000000000000000e+00 -2.966908847247568893e+10 6.744683428682782811e-01 6.543288694623676793e-01 4.412512529467884637e-01 6.044176807066203860e-02
0.000000000000000000e+00 -2.778080928460787964e+10 6.175061365342811026e-01 3.128932981730347951e-01 4.973061172581341172e-01 8.037696237638669583e-01
0.000000000000000000e+00 -2.686290949294012451e+10 6.907602232243076346e-01 3.556779494518342855e-01 4.903424853239736203e-01 8.473507714465778884e-01
0.000000000000000000e+00 -2.532793470619707870e+10 1.297383744254274607e-01 9.000583712728268404e-01 3.826484607142162098e-01 1.163352264191352958e-01
0.000000000000000000e+00 -2.530521597106755447e+10 4.944282632699514846e-02 9.511132935998223292e-02 5.161301487050475867e-01 6.086318283172817978e-01
0.000000000000000000e+00 -2.362644969688531113e+10 2.776415161872876070e-01 9.224319839491779138e-02 5.224600466612830951e-01 3.112236901541075573e-01
0.000000000000000000e+00 -2.262592494809497070e+10 4.294619079655154215e-01 9.116031848779736491e-01 3.868942958610922522e-01 5.934675840624122900e-01
0.000000000000000000e+00 -2.069876426646519852e+10 5.883815809201613511e-01 7.802211386172038798e-01 4.076503496193708553e-01 1.120853451894566755e-01
0.000000000000000000e+00 -1.878917909243585205e+10 5.769475802354384619e-02 6.291207148063571175e-01 4.110244164166699798e-01 1.789319880444950606e-03
0.000000000000000000e+00 -1.589540758959132767e+10 5.036702514581559154e-01 4.594954141518811097e-01 4.466343953479644524e-01 8.939063111654298455e-01
0.000000000000000000e+00 -1.569541294944249344e+10 1.223446970262997979e-01 5.757807522557822910e-02 5.063851607053009296e-01 8.758700333176164810e-01
0.000000000000000000e+00 -1.524261190548715591e+10 9.365197301598752189e-01 1.546285802521529806e-02 5.437702436034448361e-01 9.284593872624290478e-01
0.000000000000000000e+00 -1.285002674258947372e+10 1.602978313992209358e-01 4.550179730901111608e-01 4.290703197686863701e-01 4.394682255484916311e-01
0.000000000000000000e+00 -1.182559516216719627e+10 7.969409858291470750e-01 4.285362409126765026e-01 4.507147356571512553e-01 4.801796703248570886e-01
0.000000000000000000e+00 -1.126958565129843521e+10 7.051516025201252091e-01 3.207978398641789797e-01 4.644991312433095487e-01 2.666830668604567300e-01
0.000000000000000000e+00 -1.027816376416142273e+10 9.642208053796019751e-02 8.901106720463374256e-01 3.578539575381161075e-01 6.444963354755883778e-02
0.000000000000000000e+00 -9.482291639035898209e+09 5.284991622837740266e-01 1.524332089952948888e-01 4.824725388689030670e-01 6.934031394604228682e-01
0.000000000000000000e+00 -9.186963467851364136e+09 5.492315584014021423e-01 3.316355339041792138e-01 4.504317397148278612e-01 4.580458079984573994e-01
0.000000000000000000e+00 -9.169732714206903458e+09 9.238273894184724222e-01 6.245425370145669675e-01 4.153061151604098278e-01 9.255122696071607091e-01
